Date,Price,Open,High,Low,Vol.,Change %
04/05/2008,13655.34 ,"14,147.57","14,208.67","13,639.99",390.60K,-2.80%
27/04/2008,14049.26 ,"13,907.97","14,072.92","13,727.07",507.40K,1.34%
20/04/2008,13863.47 ,"13,639.85","13,886.37","13,449.04",573.60K,2.87%
13/04/2008,13476.45 ,"13,132.67","13,495.94","12,858.63",564.20K,1.15%
06/04/2008,13323.73 ,"13,240.56","13,485.90","12,898.49",628.60K,0.23%
30/03/2008,13293.22 ,"12,709.28","13,389.90","12,430.63",648.20K,3.69%
23/03/2008,12820.47 ,"12,473.06","12,874.45","12,438.20",582.80K,2.71%
16/03/2008,12482.57 ,"12,089.03","12,496.41","11,691.00",596.20K,1.97%
09/03/2008,12241.60 ,"12,716.84","13,071.22","12,167.09",829.80K,-4.23%
02/03/2008,12782.80 ,"13,412.87","13,413.63","12,744.52",688.20K,-6.03%
24/02/2008,13603.02 ,"13,612.31","14,105.47","13,533.25",658.20K,0.76%
17/02/2008,13500.46 ,"13,627.31","13,853.21","13,310.37",745.40K,-0.90%
10/02/2008,13622.56 ,"12,998.87","13,666.68","12,923.42",588.40K,4.65%
03/02/2008,13017.24 ,"13,642.60","13,889.24","12,972.55",782.20K,-3.56%
27/01/2008,13497.16 ,"13,482.84","13,648.39","13,087.91",760.00K,-0.97%
20/01/2008,13629.16 ,"13,701.43","13,704.65","12,572.68",898.00K,-1.67%
13/01/2008,13861.29 ,"14,134.91","14,224.00","13,365.32",752.20K,-1.77%
06/01/2008,14110.79 ,"14,549.38","14,667.85","14,096.54",747.60K,-3.95%
30/12/2007,14691.41 ,"15,155.73","15,156.66","14,542.58",98.80K,-4.03%
23/12/2007,15307.78 ,"15,441.33","15,653.54","15,240.96",338.80K,0.33%
16/12/2007,15257.00 ,"15,433.30","15,508.50","14,998.01",615.20K,-1.66%
09/12/2007,15514.51 ,"16,007.33","16,075.61","15,433.77",703.00K,-2.77%
02/12/2007,15956.37 ,"15,747.47","16,107.65","15,365.39",674.00K,1.76%
25/11/2007,15680.67 ,"14,921.57","15,751.20","14,801.87",740.40K,5.32%
18/11/2007,14888.77 ,"15,177.17","15,302.76","14,669.85",620.20K,-1.75%
11/11/2007,15154.61 ,"15,377.37","15,587.31","14,988.77",697.20K,-2.75%
04/11/2007,15583.42 ,"16,458.14","16,458.14","15,566.12",739.20K,-5.65%
28/10/2007,16517.48 ,"16,613.30","16,887.04","16,484.54",709.20K,0.07%
21/10/2007,16505.63 ,"16,563.57","16,578.59","16,199.02",543.40K,-1.84%
14/10/2007,16814.37 ,"17,399.67","17,430.09","16,711.57",587.40K,-2.98%
07/10/2007,17331.17 ,"17,166.17","17,488.97","17,133.52",466.40K,1.56%
30/09/2007,17065.04 ,"16,773.10","17,205.42","16,685.80",619.20K,1.66%
23/09/2007,16785.69 ,"16,317.19","16,929.26","16,240.26",460.20K,2.90%
16/09/2007,16312.61 ,"16,037.49","16,491.45","15,780.90",457.00K,1.15%
09/09/2007,16127.42 ,"15,906.52","16,142.08","15,610.65",612.00K,0.03%
02/09/2007,16122.16 ,"16,511.07","16,575.97","15,840.05",539.60K,-2.70%
26/08/2007,16569.09 ,"16,429.01","16,569.09","15,830.28",504.00K,1.97%
19/08/2007,16248.97 ,"15,477.26","16,333.36","15,477.26",606.60K,6.39%
12/08/2007,15273.68 ,"16,791.80","16,948.40","15,262.10",768.80K,-8.89%
05/08/2007,16764.09 ,"16,781.14","17,274.33","16,651.71",862.60K,-1.27%
29/07/2007,16979.86 ,"17,138.53","17,318.01","16,652.80",757.00K,-1.76%
22/07/2007,17283.81 ,"17,995.71","18,018.94","17,196.16",695.40K,-4.81%
15/07/2007,18157.93 ,"18,269.36","18,269.36","17,964.28",564.20K,-0.44%
08/07/2007,18238.95 ,"18,226.07","18,282.15","17,919.17",592.40K,0.54%
01/07/2007,18140.94 ,"18,139.04","18,295.27","18,062.49",483.20K,0.01%
24/06/2007,18138.36 ,"18,107.68","18,203.56","17,848.05",535.00K,-0.28%
17/06/2007,18188.63 ,"18,127.41","18,297.00","18,092.36",636.80K,1.21%
10/06/2007,17971.49 ,"17,899.02","18,007.99","17,591.93",586.60K,1.08%
03/06/2007,17779.09 ,"18,067.90","18,073.05","17,696.51",809.60K,-1.00%
27/05/2007,17958.88 ,"17,544.98","18,017.73","17,484.30",620.80K,2.73%
20/05/2007,17481.21 ,"17,455.55","17,802.71","17,370.18",611.00K,0.47%
13/05/2007,17399.58 ,"17,682.74","17,786.65","17,320.81",660.20K,-0.88%
06/05/2007,17553.72 ,"17,564.17","17,827.48","17,455.28",791.80K,0.91%
29/04/2007,17394.92 ,"17,396.30","17,441.10","17,203.03",233.60K,-0.03%
22/04/2007,17400.41 ,"17,589.61","17,656.55","17,221.55",638.60K,-0.30%
15/04/2007,17452.62 ,"17,507.18","17,782.08","17,219.73",623.20K,0.51%
08/04/2007,17363.95 ,"17,606.03","17,747.82","17,327.37",626.00K,-0.69%
01/04/2007,17484.78 ,"17,346.25","17,576.51","16,999.05",710.20K,1.14%
25/03/2007,17287.65 ,"17,517.92","17,558.04","17,036.22",630.40K,-1.10%
18/03/2007,17480.61 ,"16,713.99","17,534.77","16,713.99",535.00K,4.40%
11/03/2007,16744.15 ,"17,312.14","17,325.45","16,628.85",767.00K,-2.45%
04/03/2007,17164.04 ,"16,992.44","17,246.21","16,532.91",1.05M,-0.31%
25/02/2007,17217.93 ,"18,219.75","18,300.39","17,160.43",1.06M,-5.34%
18/02/2007,18188.42 ,"17,835.13","18,239.13","17,810.05",877.00K,1.75%
11/02/2007,17875.65 ,"17,481.77","17,911.58","17,440.43",623.80K,2.12%
04/02/2007,17504.33 ,"17,531.41","17,545.71","17,199.66",783.00K,-0.24%
28/01/2007,17547.11 ,"17,393.19","17,633.61","17,275.84",780.00K,0.72%
21/01/2007,17421.93 ,"17,429.90","17,617.64","17,300.84",772.40K,0.64%
14/01/2007,17310.44 ,"17,160.25","17,408.62","17,002.67",670.00K,1.49%
07/01/2007,17057.01 ,"17,018.89","17,261.03","16,758.46",537.20K,-0.20%
31/12/2006,17091.59 ,"17,322.50","17,379.46","17,011.10",238.80K,-0.78%
24/12/2006,17225.83 ,"17,104.80","17,301.69","17,056.59",476.20K,0.71%
17/12/2006,17104.96 ,"16,962.65","17,109.17","16,754.21",617.80K,1.13%
10/12/2006,16914.31 ,"16,487.30","16,959.91","16,470.40",542.40K,3.02%
03/12/2006,16417.82 ,"16,263.98","16,550.73","16,185.92",617.60K,0.59%
26/11/2006,16321.78 ,"15,615.56","16,376.30","15,615.56",555.00K,3.73%
19/11/2006,15734.60 ,"16,004.34","16,036.18","15,639.19",411.20K,-2.22%
12/11/2006,16091.73 ,"16,016.42","16,373.48","15,913.86",525.00K,-0.13%
05/11/2006,16112.43 ,"16,278.78","16,512.51","16,094.49",561.00K,-1.45%
29/10/2006,16350.02 ,"16,544.50","16,549.71","16,209.14",426.20K,-1.91%
22/10/2006,16669.07 ,"16,641.32","16,901.53","16,598.53",544.60K,0.10%
15/10/2006,16651.63 ,"16,663.22","16,732.44","16,466.74",450.20K,0.70%
08/10/2006,16536.54 ,"16,325.48","16,620.15","16,325.48",447.80K,0.61%
01/10/2006,16436.06 ,"16,169.00","16,481.31","16,028.32",541.20K,1.91%
24/09/2006,16127.58 ,"15,550.56","16,127.58","15,513.87",442.60K,3.15%
17/09/2006,15634.67 ,"15,948.47","16,096.18","15,580.19",386.00K,-1.46%
10/09/2006,15866.93 ,"16,053.13","16,053.13","15,675.37",510.80K,-1.33%
03/09/2006,16080.46 ,"16,280.18","16,414.94","15,831.75",623.00K,-0.33%
27/08/2006,16134.25 ,"15,953.08","16,207.41","15,745.01",473.40K,1.23%
20/08/2006,15938.66 ,"16,104.50","16,244.84","15,874.63",458.80K,-1.04%
13/08/2006,16105.98 ,"15,550.96","16,204.60","15,549.67",571.60K,3.48%
06/08/2006,15565.02 ,"15,494.47","15,690.86","15,154.06",510.00K,0.42%
30/07/2006,15499.18 ,"15,462.39","15,580.91","15,287.81",474.20K,1.02%
23/07/2006,15342.87 ,"14,700.58","15,351.79","14,560.67",515.00K,3.52%
16/07/2006,14821.26 ,"14,714.18","14,962.13","14,437.24",442.40K,-0.16%
09/07/2006,14845.24 ,"15,149.91","15,555.43","14,815.90",550.60K,-3.02%
02/07/2006,15307.61 ,"15,573.35","15,710.39","15,276.15",468.20K,-1.27%
25/06/2006,15505.18 ,"15,080.23","15,521.22","14,824.80",480.00K,2.52%
18/06/2006,15124.04 ,"14,815.86","15,138.47","14,482.96",480.40K,1.64%
11/06/2006,14879.34 ,"14,685.46","14,976.67","14,045.53",623.40K,0.87%
04/06/2006,14750.84 ,"15,719.31","15,784.95","14,389.31",698.60K,-6.58%
28/05/2006,15789.31 ,"16,111.54","16,111.54","15,266.97",541.40K,-1.14%
21/05/2006,15970.76 ,"16,254.56","16,268.51","15,508.51",606.40K,-1.14%
14/05/2006,16155.45 ,"16,395.88","16,596.48","15,914.39",658.00K,-2.69%
07/05/2006,16601.78 ,"17,334.19","17,375.25","16,422.49",607.00K,-3.22%
30/04/2006,17153.77 ,"16,929.83","17,188.54","16,868.69",168.80K,1.46%
23/04/2006,16906.23 ,"17,245.62","17,245.62","16,750.50",535.20K,-2.86%
16/04/2006,17403.96 ,"17,233.73","17,479.73","16,945.30",486.40K,0.99%
09/04/2006,17233.82 ,"17,455.03","17,489.61","17,068.96",523.80K,-1.88%
02/04/2006,17563.37 ,"17,127.61","17,563.37","17,105.50",600.20K,2.95%
26/03/2006,17059.66 ,"16,599.92","17,125.64","16,463.95",538.20K,3.01%
19/03/2006,16560.87 ,"16,299.35","16,667.13","16,299.35",404.60K,1.35%
12/03/2006,16339.73 ,"16,264.59","16,410.29","16,032.55",467.00K,1.39%
05/03/2006,16115.63 ,"15,668.63","16,264.89","15,553.14",610.80K,2.89%
26/02/2006,15663.34 ,"16,156.15","16,290.15","15,658.64",675.60K,-2.72%
19/02/2006,16101.91 ,"15,620.58","16,118.11","15,389.58",645.40K,2.47%
12/02/2006,15713.45 ,"16,191.93","16,312.74","15,691.86",654.00K,-3.35%
05/02/2006,16257.83 ,"16,736.23","16,777.37","16,090.93",717.00K,-2.41%
29/01/2006,16659.64 ,"16,615.91","16,754.60","16,480.09",790.60K,1.21%
22/01/2006,16460.68 ,"15,497.61","16,460.68","15,312.71",622.40K,4.87%
15/01/2006,15696.69 ,"16,360.04","16,387.63","15,059.52",714.60K,-4.61%
08/01/2006,16454.95 ,"16,487.05","16,490.27","16,005.24",568.00K,0.16%
01/01/2006,16428.21 ,"16,294.65","16,479.55","16,250.76",429.20K,1.97%
25/12/2005,16111.43 ,"16,027.66","16,445.56","15,911.23",420.00K,1.07%
18/12/2005,15941.37 ,"15,252.15","16,010.17","15,196.00",517.00K,5.06%
11/12/2005,15173.07 ,"15,549.65","15,885.52","15,095.56",953.20K,-1.50%
04/12/2005,15404.05 ,"15,413.52","15,572.72","15,117.15",986.60K,-0.11%
27/11/2005,15421.60 ,"14,847.58","15,421.60","14,821.75",761.20K,4.31%
20/11/2005,14784.29 ,"14,719.28","14,866.99","14,590.56",557.80K,1.10%
13/11/2005,14623.12 ,"14,218.72","14,633.35","14,015.62",829.40K,3.31%
06/11/2005,14155.06 ,"14,084.11","14,206.14","13,951.40",1.10M,0.56%
30/10/2005,14075.96 ,"13,459.99","14,099.49","13,456.07",760.60K,5.47%
23/10/2005,13346.54 ,"13,232.41","13,501.24","13,083.04",732.60K,1.11%
16/10/2005,13199.95 ,"13,486.18","13,510.63","12,996.29",799.40K,-1.64%
09/10/2005,13420.54 ,"13,280.33","13,704.09","13,241.84",643.80K,1.46%
02/10/2005,13227.74 ,"13,566.20","13,783.60","13,221.33",929.40K,-2.55%
25/09/2005,13574.30 ,"13,229.27","13,678.44","13,229.27",1.10M,3.15%
18/09/2005,13159.36 ,"12,991.63","13,235.42","12,991.63",593.60K,1.55%
11/09/2005,12958.68 ,"12,841.02","12,992.99","12,806.71",699.80K,2.10%
04/09/2005,12692.04 ,"12,616.30","12,730.21","12,498.40",674.40K,0.73%
28/08/2005,12600.00 ,"12,386.76","12,600.00","12,274.81",475.60K,1.29%
21/08/2005,12439.48 ,"12,330.70","12,612.16","12,330.70",535.60K,1.20%
14/08/2005,12291.73 ,"12,254.53","12,369.74","12,219.52",546.00K,0.25%
07/08/2005,12261.68 ,"11,670.71","12,324.43","11,614.71",541.60K,4.21%
31/07/2005,11766.48 ,"11,907.42","12,009.56","11,724.61",446.80K,-1.12%
24/07/2005,11899.60 ,"11,721.70","11,913.50","11,718.66",373.80K,1.75%
17/07/2005,11695.05 ,"11,761.61","11,867.23","11,650.37",306.40K,-0.54%
10/07/2005,11758.68 ,"11,676.97","11,828.31","11,659.65",326.00K,1.67%
03/07/2005,11565.99 ,"11,664.22","11,676.20","11,563.84",354.00K,-0.55%
26/06/2005,11630.13 ,"11,445.64","11,663.66","11,378.99",266.60K,0.81%
19/06/2005,11537.03 ,"11,539.18","11,576.75","11,445.43",334.80K,0.20%
12/06/2005,11514.03 ,"11,308.65","11,514.03","11,299.78",394.80K,1.86%
05/06/2005,11304.23 ,"11,232.65","11,331.37","11,148.36",405.40K,0.04%
29/05/2005,11300.05 ,"11,201.32","11,374.69","11,197.79",384.80K,0.96%
22/05/2005,11192.33 ,"11,073.01","11,199.23","10,978.85",374.00K,1.40%
15/05/2005,11037.29 ,"11,045.29","11,110.45","10,788.59",390.40K,-0.11%
08/05/2005,11049.11 ,"11,199.10","11,211.36","11,017.79",387.60K,-1.28%
01/05/2005,11192.17 ,"10,954.21","11,192.17","10,913.97",135.20K,1.66%
24/04/2005,11008.90 ,"11,064.95","11,114.45","10,892.71",311.60K,-0.34%
17/04/2005,11045.95 ,"11,223.65","11,223.65","10,770.58",500.80K,-2.86%
10/04/2005,11370.69 ,"11,847.92","11,847.92","11,343.73",377.00K,-4.24%
03/04/2005,11874.75 ,"11,666.31","11,911.90","11,652.66",406.20K,1.29%
27/03/2005,11723.63 ,"11,709.79","11,816.72","11,506.85",388.00K,-0.32%
20/03/2005,11761.10 ,"11,867.34","11,889.13","11,681.16",338.20K,-1.00%
13/03/2005,11879.81 ,"11,947.29","11,955.29","11,754.98",410.60K,-0.37%
06/03/2005,11923.89 ,"11,935.80","11,975.46","11,838.02",573.20K,0.43%
27/02/2005,11873.05 ,"11,742.01","11,881.98","11,704.32",494.60K,1.84%
20/02/2005,11658.25 ,"11,682.19","11,690.49","11,452.42",354.60K,-0.02%
13/02/2005,11660.12 ,"11,644.40","11,684.91","11,562.93",417.00K,0.92%
06/02/2005,11553.56 ,"11,393.04","11,553.73","11,381.78",401.40K,1.70%
30/01/2005,11360.40 ,"11,296.99","11,467.50","11,266.09",487.80K,0.35%
23/01/2005,11320.58 ,"11,213.03","11,390.09","11,212.63",438.80K,0.73%
16/01/2005,11238.37 ,"11,475.20","11,535.86","11,222.24",457.40K,-1.75%
09/01/2005,11438.39 ,"11,495.46","11,580.69","11,320.49",353.60K,0.05%
02/01/2005,11433.24 ,"11,458.27","11,547.02","11,372.21",277.80K,-0.48%
26/12/2004,11488.76 ,"11,374.52","11,500.95","11,314.40",201.00K,1.08%
19/12/2004,11365.48 ,"11,073.55","11,369.98","11,036.80",278.40K,2.59%
12/12/2004,11078.32 ,"10,825.06","11,130.82","10,785.59",331.00K,2.99%
05/12/2004,10756.80 ,"11,021.16","11,026.86","10,730.38",419.60K,-2.87%
28/11/2004,11074.89 ,"10,844.36","11,107.10","10,721.59",349.80K,2.23%
21/11/2004,10833.75 ,"10,956.41","10,956.41","10,769.52",257.00K,-2.25%
14/11/2004,11082.84 ,"11,079.17","11,268.81","11,062.73",368.20K,0.57%
07/11/2004,11019.98 ,"11,095.50","11,096.45","10,841.43",334.40K,-0.38%
31/10/2004,11061.77 ,"10,731.02","11,089.60","10,690.95",299.20K,2.70%
24/10/2004,10771.42 ,"10,718.93","10,895.09","10,575.23",387.80K,-0.79%
17/10/2004,10857.13 ,"11,022.11","11,106.82","10,753.07",369.80K,-1.15%
10/10/2004,10982.95 ,"11,295.05","11,320.79","10,913.21",320.60K,-3.23%
03/10/2004,11349.35 ,"11,111.45","11,410.40","11,105.00",426.20K,3.32%
26/09/2004,10985.17 ,"10,863.35","10,987.18","10,737.78",347.40K,0.83%
19/09/2004,10895.16 ,"11,148.21","11,151.11","10,826.40",227.20K,-1.69%
12/09/2004,11082.49 ,"11,139.97","11,352.42","11,046.10",427.00K,-0.01%
05/09/2004,11083.23 ,"11,086.69","11,357.85","10,960.03",459.20K,0.55%
29/08/2004,11022.49 ,"11,181.30","11,226.30","11,013.36",330.20K,-1.67%
22/08/2004,11209.59 ,"10,961.91","11,225.95","10,897.11",370.60K,2.94%
15/08/2004,10889.14 ,"10,728.98","10,938.94","10,545.89",294.40K,1.23%
08/08/2004,10757.20 ,"10,827.60","11,091.64","10,737.42",323.80K,-1.96%
01/08/2004,10972.57 ,"11,274.45","11,279.71","10,888.78",365.40K,-3.12%
25/07/2004,11325.78 ,"11,099.87","11,325.99","11,018.79",328.20K,1.24%
18/07/2004,11187.33 ,"11,318.14","11,433.86","11,170.54",238.00K,-2.17%
11/07/2004,11436.00 ,"11,532.64","11,664.00","11,243.28",375.00K,0.11%
04/07/2004,11423.53 ,"11,622.85","11,648.85","11,251.35",309.40K,-2.54%
27/06/2004,11721.49 ,"11,801.88","11,988.12","11,693.00",341.20K,-0.50%
20/06/2004,11780.40 ,"11,474.39","11,780.40","11,472.08",384.20K,3.50%
13/06/2004,11382.08 ,"11,495.80","11,673.48","11,310.16",342.00K,-1.26%
06/06/2004,11526.82 ,"11,212.64","11,637.73","11,212.64",448.00K,3.58%
30/05/2004,11128.05 ,"11,288.79","11,358.51","10,963.56",387.80K,-1.61%
23/05/2004,11309.57 ,"11,094.71","11,345.40","10,927.44",388.40K,2.16%
16/05/2004,11070.25 ,"10,790.79","11,076.43","10,489.84",472.20K,2.03%
09/05/2004,10849.63 ,"11,384.03","11,392.79","10,739.49",564.40K,-5.15%
02/05/2004,11438.82 ,"11,777.44","11,785.26","11,438.82",195.20K,-2.75%
25/04/2004,11761.79 ,"12,135.31","12,195.66","11,652.17",424.60K,-2.96%
18/04/2004,12120.66 ,"11,854.64","12,120.66","11,623.65",557.60K,2.50%
11/04/2004,11824.56 ,"11,926.48","12,189.98","11,690.24",676.80K,-0.61%
04/04/2004,11897.51 ,"11,949.31","12,119.31","11,862.34",582.60K,0.69%
28/03/2004,11815.95 ,"11,775.46","11,869.00","11,592.83",414.60K,0.38%
21/03/2004,11770.65 ,"11,332.24","11,782.18","11,071.66",521.60K,3.08%
14/03/2004,11418.51 ,"11,284.35","11,647.71","11,236.35",483.40K,2.29%
07/03/2004,11162.75 ,"11,578.02","11,643.37","11,045.94",605.40K,-3.25%
29/02/2004,11537.29 ,"11,112.68","11,537.29","11,096.68",593.00K,4.49%
22/02/2004,11041.92 ,"10,745.05","11,069.28","10,617.86",322.40K,3.00%
15/02/2004,10720.69 ,"10,566.02","10,813.06","10,529.26",334.60K,1.54%
08/02/2004,10557.69 ,"10,533.40","10,595.94","10,299.43",269.00K,0.93%
01/02/2004,10460.92 ,"10,784.93","10,861.97","10,374.90",355.80K,-2.99%
25/01/2004,10783.61 ,"11,004.44","11,075.30","10,666.55",332.40K,-2.58%
18/01/2004,11069.01 ,"10,937.46","11,193.64","10,916.99",414.80K,1.95%
11/01/2004,10857.20 ,"10,965.61","10,965.61","10,665.15",327.80K,-0.98%
04/01/2004,10965.05 ,"10,787.83","11,008.56","10,710.30",361.00K,2.70%
28/12/2003,10676.64 ,"10,454.69","10,681.28","10,454.69",91.60K,2.49%
21/12/2003,10417.41 ,"10,248.81","10,417.41","10,248.62",209.00K,1.29%
14/12/2003,10284.54 ,"10,308.34","10,490.77","10,058.34",316.00K,1.13%
07/12/2003,10169.66 ,"10,281.25","10,293.74","9,859.00",337.40K,-1.96%
30/11/2003,10373.46 ,"10,006.13","10,552.35","9,911.92",319.80K,2.70%
23/11/2003,10100.57 ,"9,976.13","10,173.60","9,959.51",221.80K,2.51%
16/11/2003,9852.83 ,"10,077.88","10,077.88","9,614.60",370.80K,-3.09%
09/11/2003,10167.06 ,"10,592.35","10,617.98","10,112.10",367.60K,-4.35%
02/11/2003,10628.98 ,"10,693.66","10,869.35","10,479.25",312.60K,0.66%
26/10/2003,10559.59 ,"10,360.86","10,791.75","10,349.76",341.00K,2.17%
19/10/2003,10335.70 ,"10,988.48","11,238.63","10,186.77",475.00K,-6.36%
12/10/2003,11037.89 ,"10,873.30","11,112.29","10,831.76",414.40K,2.33%
05/10/2003,10786.04 ,"10,813.56","10,905.19","10,485.60",418.00K,0.72%
28/09/2003,10709.29 ,"10,303.26","10,726.92","10,148.36",431.20K,3.79%
21/09/2003,10318.44 ,"10,858.09","10,858.09","10,213.75",395.40K,-5.67%
14/09/2003,10938.42 ,"10,786.33","11,160.19","10,758.33",411.80K,2.11%
07/09/2003,10712.81 ,"10,584.36","10,938.30","10,540.28",442.20K,0.58%
31/08/2003,10650.77 ,"10,399.53","10,813.59","10,381.98",461.80K,2.97%
24/08/2003,10343.55 ,"10,264.61","10,415.53","10,171.17",421.20K,0.61%
17/08/2003,10281.17 ,"9,933.55","10,378.13","9,933.55",509.40K,4.23%
10/08/2003,9863.47 ,"9,349.05","10,038.09","9,332.47",379.00K,5.75%
03/08/2003,9327.53 ,"9,538.94","9,538.94","9,224.05",345.60K,-2.96%
27/07/2003,9611.67 ,"9,750.20","9,932.18","9,507.39",377.20K,-0.38%
20/07/2003,9648.01 ,"9,501.59","9,718.38","9,406.49",288.60K,1.26%
13/07/2003,9527.73 ,"9,713.96","9,909.65","9,460.28",350.60K,-1.12%
06/07/2003,9635.35 ,"9,589.19","10,070.11","9,589.19",500.40K,0.92%
29/06/2003,9547.73 ,"9,119.59","9,896.64","9,076.62",555.20K,4.87%
22/06/2003,9104.06 ,"9,112.56","9,172.53","8,846.75",403.80K,-0.18%
15/06/2003,9120.39 ,"8,923.79","9,188.95","8,809.47",357.00K,1.56%
08/06/2003,8980.64 ,"8,790.03","9,020.89","8,716.62",467.00K,2.22%
01/06/2003,8785.87 ,"8,490.22","8,814.04","8,488.89",391.80K,4.29%
25/05/2003,8424.51 ,"8,192.12","8,461.73","8,106.90",281.80K,2.93%
18/05/2003,8184.76 ,"8,091.39","8,219.87","7,962.37",307.40K,0.83%
11/05/2003,8117.29 ,"8,193.73","8,339.07","8,080.53",298.80K,-0.43%
04/05/2003,8152.16 ,"7,995.49","8,156.00","7,995.49",237.60K,3.10%
27/04/2003,7907.19 ,"7,679.11","7,907.19","7,603.76",218.40K,2.70%
20/04/2003,7699.50 ,"7,889.42","7,996.54","7,660.62",252.80K,-2.22%
13/04/2003,7874.51 ,"7,830.94","7,934.69","7,693.46",284.80K,0.74%
06/04/2003,7816.49 ,"8,123.94","8,249.98","7,807.99",275.80K,-3.19%
30/03/2003,8074.12 ,"8,240.10","8,240.10","7,866.67",256.40K,-2.49%
23/03/2003,8280.16 ,"8,300.32","8,451.05","8,231.95",233.20K,1.04%
16/03/2003,8195.05 ,"8,010.39","8,287.09","7,824.82",200.20K,2.40%
09/03/2003,8002.69 ,"8,097.27","8,112.87","7,862.43",3.17B,-1.74%
02/03/2003,8144.12 ,"8,397.15","8,509.43","8,144.12",2.66B,-2.62%
23/02/2003,8363.04 ,"8,503.98","8,606.58","8,266.97",2.28B,-1.77%
16/02/2003,8513.54 ,"8,765.69","8,821.31","8,506.83",2.68B,-2.16%
09/02/2003,8701.92 ,"8,427.30","8,771.63","8,427.30",2.29B,3.00%
02/02/2003,8448.16 ,"8,285.55","8,595.23","8,253.76",2.52B,1.30%
26/01/2003,8339.94 ,"8,656.50","8,690.13","8,237.03",2.67B,-4.49%
19/01/2003,8731.65 ,"8,639.04","8,825.67","8,495.00",3.55B,0.48%
12/01/2003,8690.25 ,"8,512.82","8,732.85","8,451.70",2.30B,2.59%
05/01/2003,8470.45 ,"8,669.89","8,829.06","8,378.18",1.98B,-1.26%
29/12/2002,8578.95 ,"8,617.65","8,617.65","8,543.70",168.06M,-1.55%
22/12/2002,8714.05 ,"8,434.26","8,714.05","8,389.49",1.46B,3.65%
15/12/2002,8406.88 ,"8,499.09","8,583.68","8,256.52",2.32B,-1.28%
08/12/2002,8516.07 ,"8,836.68","8,942.21","8,496.29",2.64B,-3.92%
01/12/2002,8863.26 ,"9,208.61","9,320.11","8,805.04",2.52B,-3.82%
24/11/2002,9215.56 ,"8,818.40","9,294.10","8,749.88",2.96B,5.05%
17/11/2002,8772.56 ,"8,477.66","8,819.60","8,246.53",3.30B,3.16%
10/11/2002,8503.59 ,"8,619.74","8,619.74","8,303.39",2.47B,-2.15%
03/11/2002,8690.77 ,"8,790.66","9,100.68","8,657.18",2.04B,0.06%
27/10/2002,8685.72 ,"8,680.06","8,842.78","8,557.93",2.10B,-0.46%
20/10/2002,8726.29 ,"9,108.51","9,116.52","8,499.49",2.17B,-3.96%
13/10/2002,9086.13 ,"8,641.66","9,134.80","8,641.66",1.79B,6.52%
06/10/2002,8529.61 ,"8,920.74","8,920.74","8,197.22",2.88B,-5.52%
29/09/2002,9027.55 ,"9,421.25","9,470.71","8,860.65",2.46B,-5.28%
22/09/2002,9530.44 ,"9,396.42","9,572.37","9,106.45",1.98B,0.52%
15/09/2002,9481.08 ,"9,349.38","9,884.60","9,257.86",2.34B,2.59%
08/09/2002,9241.93 ,"9,221.50","9,455.85","9,156.79",2.79B,1.24%
01/09/2002,9129.07 ,"9,564.90","9,565.08","8,969.26",2.49B,-5.10%
25/08/2002,9619.30 ,"9,811.84","10,162.30","9,524.78",2.04B,-2.51%
18/08/2002,9867.45 ,"9,773.38","9,979.88","9,499.51",2.29B,0.81%
11/08/2002,9788.13 ,"9,931.82","9,931.82","9,618.87",1.78B,-2.12%
04/08/2002,9999.79 ,"9,637.31","10,043.30","9,439.41",2.73B,2.99%
28/07/2002,9709.66 ,"9,654.13","10,013.99","9,633.83",2.56B,1.24%
21/07/2002,9591.03 ,"10,076.30","10,295.71","9,547.85",2.57B,-5.99%
14/07/2002,10202.36 ,"10,548.21","10,548.21","10,113.61",2.36B,-3.76%
07/07/2002,10601.45 ,"10,969.21","11,050.69","10,457.07",2.47B,-2.07%
30/06/2002,10826.09 ,"10,655.00","10,885.83","10,371.26",2.48B,1.92%
23/06/2002,10621.84 ,"10,255.99","10,621.84","10,060.72",2.48B,2.58%
16/06/2002,10354.35 ,"10,858.05","10,888.04","10,325.55",2.69B,-5.19%
09/06/2002,10920.63 ,"11,470.92","11,522.04","10,911.07",2.80B,-4.53%
02/06/2002,11438.53 ,"11,804.04","11,905.16","11,365.61",,-2.76%
26/05/2002,11763.70 ,"11,975.33","12,081.43","11,680.58",,-1.78%
19/05/2002,11976.28 ,"11,887.80","12,023.42","11,765.21",,1.09%
12/05/2002,11847.32 ,"11,473.93","11,926.90","11,309.48",,2.74%
05/05/2002,11531.11 ,"11,500.13","11,727.52","11,250.86",,-0.17%
28/04/2002,11551.01 ,"11,532.57","11,609.69","11,440.66",,0.08%
21/04/2002,11541.39 ,"11,555.08","11,812.99","11,464.59",,0.26%
14/04/2002,11512.01 ,"11,013.67","11,635.98","10,941.81",,5.01%
07/04/2002,10962.98 ,"11,321.28","11,430.03","10,896.12",,-3.29%
31/03/2002,11335.49 ,"11,106.07","11,537.13","11,007.63",,2.82%
24/03/2002,11024.94 ,"11,339.06","11,524.23","11,024.94",,-2.82%
17/03/2002,11345.08 ,"11,745.81","11,833.97","11,326.22",,-2.60%
10/03/2002,11648.01 ,"11,941.92","12,034.04","11,347.25",,-2.00%
03/03/2002,11885.79 ,"10,942.50","12,010.25","10,941.36",,9.93%
