Date,Price,Open,High,Low,Vol.,Change %
25/03/2018,21454.30 ,"20,423.37","21,512.80","20,347.49",4.43B,4.06%
18/03/2018,20617.86 ,"21,537.90","21,659.04","20,559.61",3.48B,-4.88%
11/03/2018,21676.51 ,"21,826.10","21,971.16","21,555.49",3.55B,0.97%
04/03/2018,21469.20 ,"21,047.81","21,884.45","20,937.26",4.47B,1.36%
25/02/2018,21181.64 ,"22,134.64","22,502.05","21,088.96",4.28B,-3.25%
18/02/2018,21892.78 ,"21,903.66","22,152.85","21,626.85",3.67B,0.79%
11/02/2018,21720.25 ,"21,633.34","21,866.37","20,950.15",3.95B,1.58%
04/02/2018,21382.62 ,"22,921.16","22,967.69","21,078.71",6.94B,-8.13%
28/01/2018,23274.53 ,"23,707.14","23,787.23","23,092.85",4.72B,-1.51%
21/01/2018,23631.88 ,"23,797.84","24,129.34","23,592.28",3.99B,-0.74%
14/01/2018,23808.06 ,"23,827.98","24,084.42","23,685.02",4.10B,0.65%
07/01/2018,23653.82 ,"23,948.97","23,952.61","23,588.07",3.71B,-0.26%
31/12/2017,23714.53 ,"23,073.73","23,730.47","23,065.20",2.11B,4.17%
24/12/2017,22764.94 ,"22,909.41","22,954.45","22,736.43",2.41B,-0.60%
17/12/2017,22902.76 ,"22,770.44","22,990.42","22,728.06",4.11B,1.55%
10/12/2017,22553.22 ,"22,894.30","22,994.33","22,478.32",4.45B,-1.13%
03/12/2017,22811.08 ,"22,843.53","22,864.33","22,119.21",4.42B,-0.03%
26/11/2017,22819.03 ,"22,657.08","22,994.31","22,363.94",4.79B,1.19%
19/11/2017,22550.85 ,"22,279.98","22,677.34","22,215.07",3.03B,0.69%
12/11/2017,22396.80 ,"22,607.56","22,757.40","21,972.34",5.23B,-1.25%
05/11/2017,22681.42 ,"22,612.96","23,382.15","22,435.34",6.05B,0.63%
29/10/2017,22539.12 ,"22,047.95","22,540.25","21,840.07",4.71B,2.41%
22/10/2017,22008.45 ,"21,709.30","22,016.50","21,614.51",5.16B,2.57%
15/10/2017,21457.64 ,"21,221.27","21,503.85","21,187.93",4.51B,1.43%
08/10/2017,21155.18 ,"20,680.54","21,211.29","20,663.08",3.60B,2.24%
01/10/2017,20690.71 ,"20,400.51","20,721.15","20,363.28",3.58B,1.64%
24/09/2017,20356.28 ,"20,439.43","20,454.29","20,213.66",4.23B,0.29%
17/09/2017,20296.45 ,"20,128.18","20,481.27","20,122.00",4.46B,1.94%
10/09/2017,19909.50 ,"19,441.39","19,933.40","19,437.14",4.73B,3.29%
03/09/2017,19274.82 ,"19,615.96","19,628.40","19,239.52",4.39B,-2.12%
27/08/2017,19691.47 ,"19,502.23","19,735.96","19,280.02",4.26B,1.23%
20/08/2017,19452.61 ,"19,509.53","19,561.32","19,351.92",3.82B,-0.09%
13/08/2017,19470.41 ,"19,545.58","19,824.12","19,433.09",4.49B,-1.31%
06/08/2017,19729.74 ,"20,059.29","20,085.90","19,660.22",3.76B,-1.12%
30/07/2017,19952.33 ,"19,933.45","20,113.73","19,891.90",5.28B,-0.04%
23/07/2017,19959.84 ,"19,973.67","20,176.39","19,901.88",4.49B,-0.70%
16/07/2017,20099.75 ,"20,074.41","20,157.11","19,943.14",3.44B,-0.09%
09/07/2017,20118.86 ,"20,070.44","20,200.88","20,023.03",4.31B,0.95%
02/07/2017,19929.09 ,"20,056.32","20,197.16","19,856.65",4.77B,-0.52%
25/06/2017,20033.43 ,"20,132.81","20,266.59","19,946.51",5.34B,-0.49%
18/06/2017,20132.67 ,"19,974.30","20,318.11","19,949.88",4.53B,0.95%
11/06/2017,19943.26 ,"19,920.77","20,015.16","19,755.34",5.61B,-0.35%
04/06/2017,20013.26 ,"20,135.42","20,224.54","19,896.35",5.89B,-0.81%
28/05/2017,20177.28 ,"19,697.18","20,239.81","19,570.13",5.35B,2.49%
21/05/2017,19686.84 ,"19,670.48","19,850.93","19,585.54",4.56B,0.49%
14/05/2017,19590.76 ,"19,753.46","19,998.49","19,449.73",6.48B,-1.47%
07/05/2017,19883.90 ,"19,709.01","19,989.94","19,705.13",6.95B,2.25%
30/04/2017,19445.70 ,"19,154.03","19,464.30","19,144.62",2.26B,1.30%
23/04/2017,19196.74 ,"18,890.38","19,289.43","18,840.13",5.98B,3.09%
16/04/2017,18620.75 ,"18,239.84","18,648.28","18,224.68",5.47B,1.56%
09/04/2017,18335.63 ,"18,800.22","18,850.80","18,285.73",5.86B,-1.76%
02/04/2017,18664.63 ,"18,988.00","19,068.62","18,517.43",6.98B,-1.29%
26/03/2017,18909.26 ,"19,071.19","19,251.30","18,909.26",6.32B,-1.83%
19/03/2017,19262.53 ,"19,416.55","19,485.14","18,973.75",4.87B,-1.33%
12/03/2017,19521.59 ,"19,545.74","19,656.48","19,454.17",5.91B,-0.42%
05/03/2017,19604.61 ,"19,409.18","19,623.72","19,198.78",5.46B,0.70%
26/02/2017,19469.17 ,"19,130.51","19,668.01","18,995.55",6.47B,0.96%
19/02/2017,19283.54 ,"19,161.33","19,419.22","19,115.11",6.46B,0.25%
12/02/2017,19234.62 ,"19,513.78","19,519.44","19,173.53",6.85B,-0.74%
05/02/2017,19378.93 ,"19,069.72","19,395.99","18,805.32",6.09B,2.44%
29/01/2017,18918.20 ,"19,371.28","19,390.97","18,830.89",6.41B,-2.82%
22/01/2017,19467.40 ,"18,938.45","19,486.68","18,783.16",6.62B,1.72%
15/01/2017,19137.91 ,"19,219.13","19,255.41","18,650.33",6.15B,-0.77%
08/01/2017,19287.28 ,"19,414.83","19,484.90","19,069.02",4.69B,-0.86%
01/01/2017,19454.33 ,"19,298.68","19,615.40","19,277.93",4.30B,1.78%
25/12/2016,19114.37 ,"19,394.41","19,478.58","18,991.59",5.69B,-1.61%
18/12/2016,19427.67 ,"19,345.84","19,592.90","19,307.14",4.80B,0.14%
11/12/2016,19401.15 ,"19,183.82","19,439.97","19,054.00",7.89B,2.13%
04/12/2016,18996.37 ,"18,349.92","19,042.48","18,227.39",8.56B,3.10%
27/11/2016,18426.08 ,"18,302.58","18,746.28","18,222.82",8.20B,0.24%
20/11/2016,18381.22 ,"18,038.09","18,482.94","18,007.79",5.72B,2.30%
13/11/2016,17967.41 ,"17,467.49","18,043.72","17,455.78",8.67B,3.41%
06/11/2016,17374.79 ,"17,126.03","17,621.73","16,111.81",9.70B,2.78%
30/10/2016,16905.36 ,"17,360.89","17,473.12","16,801.98",5.50B,-3.10%
23/10/2016,17446.41 ,"17,216.56","17,461.03","17,162.21",5.70B,1.52%
16/10/2016,17184.59 ,"16,871.84","17,288.89","16,821.49",5.22B,1.95%
09/10/2016,16856.37 ,"16,936.31","17,074.46","16,727.78",4.48B,-0.02%
02/10/2016,16860.09 ,"16,566.03","16,971.28","16,554.83",5.25B,2.49%
25/09/2016,16449.84 ,"16,707.45","16,756.43","16,285.41",6.19B,-1.82%
18/09/2016,16754.02 ,"16,403.22","16,823.63","16,399.65",4.51B,1.42%
11/09/2016,16519.29 ,"16,748.36","16,802.00","16,359.78",5.72B,-2.63%
04/09/2016,16965.76 ,"17,131.52","17,156.36","16,836.65",6.03B,0.24%
28/08/2016,16925.68 ,"16,631.06","16,946.49","16,616.65",6.16B,3.45%
21/08/2016,16360.71 ,"16,599.26","16,663.64","16,320.43",4.92B,-1.12%
14/08/2016,16545.82 ,"16,866.89","16,932.11","16,452.62",5.63B,-2.21%
07/08/2016,16919.92 ,"16,462.29","16,943.67","16,455.57",5.02B,4.09%
31/07/2016,16254.45 ,"16,415.31","16,677.49","15,921.04",7.51B,-1.90%
24/07/2016,16569.27 ,"16,655.81","16,821.43","16,174.35",7.49B,-0.35%
17/07/2016,16627.25 ,"16,612.09","16,938.96","16,514.66",4.88B,0.78%
10/07/2016,16497.85 ,"15,375.94","16,607.32","15,375.94",8.27B,9.21%
03/07/2016,15106.98 ,"15,554.04","15,805.31","15,106.52",6.33B,-3.67%
26/06/2016,15682.48 ,"15,153.08","15,781.69","14,987.79",7.61B,4.89%
19/06/2016,14952.02 ,"15,839.06","16,389.17","14,864.01",7.38B,-4.15%
12/06/2016,15599.66 ,"16,319.11","16,335.38","15,395.98",7.16B,-6.03%
05/06/2016,16601.36 ,"16,373.32","16,830.92","16,322.64",6.14B,-0.25%
29/05/2016,16642.23 ,"16,973.72","17,251.36","16,525.47",6.44B,-1.14%
22/05/2016,16834.84 ,"16,671.28","16,957.56","16,417.84",5.67B,0.59%
15/05/2016,16736.35 ,"16,391.92","16,841.04","16,391.92",6.76B,1.97%
08/05/2016,16412.21 ,"16,226.57","16,814.64","16,159.31",7.39B,1.90%
01/05/2016,16106.72 ,"16,357.10","16,357.10","15,975.47",3.33B,-3.36%
24/04/2016,16666.05 ,"17,613.56","17,613.56","16,652.74",7.07B,-5.16%
17/04/2016,17572.49 ,"16,521.25","17,572.49","16,254.20",8.24B,4.30%
10/04/2016,16848.03 ,"15,761.57","16,928.67","15,525.49",7.44B,6.49%
03/04/2016,15821.52 ,"16,087.76","16,238.51","15,471.80",7.76B,-2.12%
27/03/2016,16164.16 ,"17,129.27","17,167.88","16,113.01",7.07B,-4.93%
20/03/2016,17002.75 ,"16,937.31","17,142.08","16,843.99",5.09B,1.66%
13/03/2016,16724.81 ,"17,155.52","17,291.35","16,613.69",7.20B,-1.26%
06/03/2016,16938.87 ,"17,024.64","17,026.25","16,494.80",8.37B,-0.45%
28/02/2016,17014.78 ,"16,313.31","17,042.92","15,857.37",8.77B,5.10%
21/02/2016,16188.41 ,"15,851.39","16,472.50","15,753.77",7.74B,1.39%
14/02/2016,15967.17 ,"15,248.38","16,341.56","15,243.88",10.11B,6.79%
07/02/2016,14952.61 ,"16,620.91","17,099.01","14,865.77",10.52B,-11.10%
31/01/2016,16819.59 ,"17,699.60","17,905.37","16,627.80",11.73B,-3.99%
24/01/2016,17518.30 ,"17,145.81","17,638.93","16,652.26",8.94B,3.30%
17/01/2016,16958.53 ,"16,826.93","17,088.31","16,017.26",9.04B,-1.10%
10/01/2016,17147.11 ,"17,470.93","17,717.75","16,944.41",6.76B,-3.11%
03/01/2016,17697.96 ,"18,818.58","18,951.12","17,509.64",7.67B,-7.02%
27/12/2015,19033.71 ,"18,838.91","19,113.18","18,764.54",3.00B,1.41%
20/12/2015,18769.06 ,"18,845.50","19,071.41","18,651.13",5.43B,-1.15%
13/12/2015,18986.80 ,"18,887.09","19,869.08","18,562.51",7.68B,-1.27%
06/12/2015,19230.48 ,"19,710.39","19,811.51","19,020.75",6.43B,-1.40%
29/11/2015,19504.48 ,"19,857.38","20,012.40","19,444.54",6.61B,-1.91%
22/11/2015,19883.94 ,"19,875.99","19,994.05","19,786.53",4.99B,0.02%
15/11/2015,19879.81 ,"19,263.96","19,959.06","19,252.04",6.33B,1.44%
08/11/2015,19596.91 ,"19,411.51","19,725.83","19,388.91",6.94B,1.72%
01/11/2015,19265.60 ,"18,827.11","19,294.15","18,641.22",5.73B,0.96%
25/10/2015,19083.10 ,"19,036.13","19,202.34","18,760.79",7.15B,1.37%
18/10/2015,18825.30 ,"18,282.78","18,915.64","18,078.43",6.55B,2.92%
11/10/2015,18291.80 ,"18,335.15","18,397.52","17,758.12",5.51B,-0.80%
04/10/2015,18438.67 ,"17,921.00","18,438.67","17,869.74",7.72B,4.03%
27/09/2015,17725.13 ,"17,811.12","17,886.49","16,901.49",7.80B,-0.87%
20/09/2015,17880.51 ,"17,803.41","17,880.51","17,483.69",3.53B,-1.05%
13/09/2015,18070.21 ,"18,341.01","18,468.20","17,925.09",7.02B,-1.06%
06/09/2015,18264.22 ,"17,674.82","18,770.51","17,415.61",8.95B,2.65%
30/08/2015,17792.16 ,"19,006.98","19,019.61","17,608.17",8.56B,-7.02%
23/08/2015,19136.32 ,"19,075.05","19,192.82","17,714.30",12.54B,-1.54%
16/08/2015,19435.83 ,"20,600.16","20,668.87","19,435.83",7.03B,-5.28%
09/08/2015,20519.45 ,"20,618.31","20,946.93","20,303.02",7.75B,-0.99%
02/08/2015,20724.56 ,"20,540.21","20,817.48","20,396.50",8.28B,0.68%
26/07/2015,20585.24 ,"20,374.05","20,585.24","20,070.62",7.62B,0.20%
19/07/2015,20544.53 ,"20,763.31","20,850.00","20,527.78",5.10B,-0.52%
12/07/2015,20650.92 ,"19,929.92","20,658.95","19,911.39",6.83B,4.40%
05/07/2015,19779.83 ,"20,200.15","20,428.00","19,115.20",9.57B,-3.70%
28/06/2015,20539.79 ,"20,305.97","20,601.73","20,093.16",7.41B,-0.80%
21/06/2015,20706.15 ,"20,174.14","20,952.71","20,174.14",7.59B,2.64%
14/06/2015,20174.24 ,"20,205.10","20,401.48","19,990.55",6.68B,-1.14%
07/06/2015,20407.08 ,"20,537.85","20,544.94","20,016.32",8.24B,-0.26%
31/05/2015,20460.90 ,"20,444.54","20,619.61","20,363.18",8.80B,-0.50%
24/05/2015,20563.15 ,"20,331.92","20,655.33","20,318.54",9.38B,1.47%
17/05/2015,20264.41 ,"19,766.16","20,320.90","19,741.22",8.91B,2.69%
10/05/2015,19732.92 ,"19,637.58","19,791.88","19,467.65",9.62B,1.83%
03/05/2015,19379.19 ,"19,356.46","19,461.08","19,257.85",3.47B,-0.78%
26/04/2015,19531.63 ,"20,063.80","20,133.78","19,399.16",6.05B,-2.44%
19/04/2015,20020.04 ,"19,501.00","20,252.12","19,474.23",8.51B,1.87%
12/04/2015,19652.88 ,"19,967.38","19,975.66","19,638.37",7.03B,-1.28%
05/04/2015,19907.63 ,"19,295.03","20,006.00","19,241.29",6.31B,2.43%
29/03/2015,19435.08 ,"19,295.21","19,607.25","18,927.95",7.00B,0.77%
22/03/2015,19285.63 ,"19,607.98","19,778.60","19,099.87",7.44B,-1.40%
15/03/2015,19560.22 ,"19,245.38","19,565.44","19,226.71",6.84B,1.59%
08/03/2015,19254.25 ,"18,872.96","19,335.80","18,577.06",7.74B,1.49%
01/03/2015,18971.00 ,"18,869.40","18,979.64","18,586.84",7.02B,0.92%
22/02/2015,18797.94 ,"18,499.58","18,865.39","18,402.02",7.72B,2.54%
15/02/2015,18332.30 ,"18,024.01","18,360.92","17,901.26",7.87B,2.34%
08/02/2015,17913.36 ,"17,790.31","18,005.45","17,550.03",5.97B,1.50%
01/02/2015,17648.50 ,"17,536.61","17,743.11","17,271.87",8.20B,-0.15%
25/01/2015,17674.39 ,"17,285.71","17,850.59","17,285.71",7.07B,0.93%
18/01/2015,17511.75 ,"17,000.78","17,532.06","16,911.58",6.51B,3.84%
11/01/2015,16864.16 ,"16,970.88","17,141.98","16,592.57",6.16B,-1.94%
04/01/2015,17197.73 ,"17,325.68","17,540.92","16,808.26",7.17B,-1.45%
28/12/2014,17450.77 ,"17,914.55","17,914.55","17,450.77",2.13B,-2.07%
21/12/2014,17818.96 ,"17,685.53","17,875.41","17,572.62",4.28B,1.12%
14/12/2014,17621.40 ,"17,111.49","17,621.40","16,672.94",8.30B,1.44%
07/12/2014,17371.58 ,"18,004.66","18,030.83","17,043.63",8.11B,-3.06%
30/11/2014,17920.45 ,"17,475.10","17,922.29","17,474.27",6.81B,2.64%
23/11/2014,17459.85 ,"17,490.39","17,490.39","17,212.48",5.85B,0.59%
16/11/2014,17357.51 ,"17,381.38","17,472.57","16,907.43",8.21B,-0.76%
09/11/2014,17490.83 ,"16,758.27","17,520.54","16,713.37",8.29B,3.62%
02/11/2014,16880.38 ,"16,732.85","17,127.66","16,720.99",9.20B,2.84%
26/10/2014,16413.76 ,"15,404.28","16,533.91","15,263.36",8.45B,7.34%
19/10/2014,15291.64 ,"14,822.84","15,377.05","14,761.84",6.84B,5.22%
12/10/2014,14532.51 ,"15,036.87","15,089.90","14,529.03",7.16B,-5.02%
05/10/2014,15300.55 ,"15,882.28","15,970.65","15,221.83",7.40B,-2.60%
28/09/2014,15708.65 ,"16,339.03","16,344.32","15,559.07",7.13B,-3.21%
21/09/2014,16229.86 ,"16,281.36","16,374.14","16,087.95",5.39B,-0.56%
14/09/2014,16321.17 ,"15,896.06","16,364.08","15,871.12",5.50B,2.34%
07/09/2014,15948.29 ,"15,718.13","15,984.90","15,656.40",6.25B,1.78%
31/08/2014,15668.68 ,"15,454.59","15,829.38","15,440.99",5.56B,1.58%
24/08/2014,15424.59 ,"15,609.43","15,628.61","15,356.00",4.81B,-0.74%
17/08/2014,15539.19 ,"15,318.50","15,628.78","15,303.39",4.84B,1.44%
10/08/2014,15318.34 ,"15,022.64","15,338.85","14,973.71",4.82B,3.65%
03/08/2014,14778.37 ,"15,474.65","15,535.62","14,753.84",7.11B,-4.80%
27/07/2014,15523.11 ,"15,426.98","15,759.66","15,426.98",6.29B,0.42%
20/07/2014,15457.87 ,"15,296.42","15,457.87","15,232.14",4.57B,1.59%
13/07/2014,15215.71 ,"15,199.18","15,465.74","15,110.45",4.90B,0.34%
06/07/2014,15164.04 ,"15,433.49","15,477.77","15,101.49",5.56B,-1.77%
29/06/2014,15437.13 ,"15,159.45","15,490.37","15,052.34",5.79B,2.27%
22/06/2014,15095.00 ,"15,419.47","15,442.67","15,027.31",5.87B,-1.66%
15/06/2014,15349.42 ,"15,049.61","15,422.06","14,867.15",7.22B,1.67%
08/06/2014,15097.84 ,"15,204.31","15,206.57","14,830.99",6.33B,0.14%
01/06/2014,15077.24 ,"14,777.51","15,144.34","14,777.51",6.71B,3.04%
25/05/2014,14632.38 ,"14,592.60","14,744.16","14,531.32",6.54B,1.18%
18/05/2014,14462.17 ,"14,130.09","14,528.04","13,964.43",6.62B,2.59%
11/05/2014,14096.59 ,"14,173.49","14,464.01","14,016.49",6.16B,-0.73%
04/05/2014,14199.59 ,"14,296.25","14,299.13","14,033.45",3.91B,-1.78%
27/04/2014,14457.51 ,"14,289.82","14,493.03","14,224.47",4.60B,0.20%
20/04/2014,14429.26 ,"14,549.45","14,649.50","14,327.60",5.19B,-0.60%
13/04/2014,14516.27 ,"13,887.23","14,536.67","13,885.22",5.92B,3.98%
06/04/2014,13960.05 ,"14,880.82","14,895.58","13,885.11",7.09B,-7.33%
30/03/2014,15063.77 ,"14,839.54","15,164.39","14,718.01",6.75B,2.50%
23/03/2014,14696.03 ,"14,297.58","14,713.45","14,227.81",8.77B,3.32%
16/03/2014,14224.23 ,"14,254.32","14,663.54","14,203.21",5.64B,-0.72%
09/03/2014,14327.66 ,"15,197.53","15,266.12","14,280.75",7.34B,-6.20%
02/03/2014,15274.07 ,"14,666.93","15,312.60","14,443.10",6.95B,2.92%
23/02/2014,14841.07 ,"14,803.64","15,094.54","14,658.14",7.46B,-0.17%
16/02/2014,14865.67 ,"14,343.73","14,900.24","14,214.60",8.20B,3.86%
09/02/2014,14313.03 ,"14,647.83","14,874.79","14,243.17",6.67B,-1.03%
02/02/2014,14462.41 ,"14,788.56","14,846.93","13,995.86",11.56B,-3.03%
26/01/2014,14914.53 ,"15,091.45","15,383.91","14,764.57",10.10B,-3.10%
19/01/2014,15391.56 ,"15,724.14","15,958.58","15,288.32",9.10B,-2.18%
12/01/2014,15734.46 ,"15,657.20","15,941.08","15,383.69",7.95B,-1.12%
05/01/2014,15912.06 ,"16,147.54","16,164.01","15,754.70",10.20B,-2.33%
29/12/2013,16291.31 ,"16,269.22","16,320.22","16,182.71",1.82B,0.69%
22/12/2013,16178.94 ,"15,955.90","16,232.69","15,849.00",6.51B,1.94%
15/12/2013,15870.42 ,"15,408.35","15,891.82","15,146.13",7.91B,3.03%
08/12/2013,15403.11 ,"15,556.60","15,650.21","15,251.45",7.72B,0.67%
01/12/2013,15299.86 ,"15,659.74","15,794.15","15,112.54",7.55B,-2.31%
24/11/2013,15661.87 ,"15,504.78","15,729.09","15,414.52",7.90B,1.82%
17/11/2013,15381.72 ,"15,253.24","15,579.39","15,020.33",8.32B,1.42%
10/11/2013,15165.92 ,"14,271.48","15,203.11","14,208.13",8.44B,7.66%
03/11/2013,14086.80 ,"14,319.75","14,407.69","14,026.17",5.39B,-0.81%
27/10/2013,14201.57 ,"14,261.65","14,526.88","14,126.41",7.31B,0.80%
20/10/2013,14088.19 ,"14,624.03","14,799.28","14,088.19",6.36B,-3.25%
13/10/2013,14561.54 ,"14,510.27","14,664.22","14,415.76",4.97B,1.09%
06/10/2013,14404.74 ,"14,057.79","14,447.87","13,748.94",7.85B,2.71%
29/09/2013,14024.31 ,"14,530.62","14,642.97","13,944.27",7.74B,-4.98%
22/09/2013,14760.07 ,"14,626.04","14,817.50","14,410.52",5.85B,0.12%
15/09/2013,14742.42 ,"14,456.99","14,816.65","14,311.67",6.14B,2.34%
08/09/2013,14404.67 ,"14,141.67","14,561.46","14,117.68",8.53B,3.92%
