Date,Open,High,Low,Close,Adj Close,Volume
2000/1/3,1368.692993,1522.824951,1361.213989,1516.604004,1516.604004,0
2000/1/10,1531.712036,1547.708008,1401.706055,1408.848022,1408.848022,0
2000/1/17,1408.988037,1476.456055,1402.662964,1465.084961,1465.084961,0
2000/1/24,1465.858032,1536.345947,1449.472046,1534.996948,1534.996948,0
2000/1/31,null,null,null,null,null,null
2000/2/7,null,null,null,null,null,null
2000/2/14,1591.444946,1770.880005,1583.582031,1668.090942,1668.090942,0
2000/2/21,1681.360962,1697.01001,1586.634033,1631.57605,1631.57605,0
2000/2/28,1639.79895,1750.64502,1639.696045,1738.020996,1738.020996,0
2000/3/6,1756.312988,1762.828979,1654.44397,1705.04895,1705.04895,0
2000/3/13,1706.769043,1729.006958,1596.072021,1658.600952,1658.600952,0
2000/3/20,1646.310059,1770.262939,1641.765015,1730.499023,1730.499023,0
2000/3/27,1736.696045,1811.062988,1736.696045,1800.224976,1800.224976,0
2000/4/3,1799.574951,1822.61499,1746.302002,1819.895996,1819.895996,0
2000/4/10,1826.610962,1840.188965,1785.327026,1833.665039,1833.665039,0
2000/4/17,1829.61499,1858.265015,1778.878052,1841.063965,1841.063965,0
2000/4/24,1844.694946,1848.973022,1797.713013,1836.321045,1836.321045,0
2000/5/1,null,null,null,null,null,null
2000/5/8,1848.172974,1852.902954,1715.057983,1720.608032,1720.608032,0
2000/5/15,1722.63501,1777.983032,1695.531006,1777.828003,1777.828003,0
2000/5/22,1785.894043,1890.686035,1783.303955,1879.616943,1879.616943,0
2000/5/29,1885.546021,1916.25,1868.609985,1916.25,1916.25,0
2000/6/5,1921.968994,1940.219971,1889.814941,1900.786987,1900.786987,0
2000/6/12,1896.427979,1949.171021,1884.615967,1926.94397,1926.94397,0
2000/6/19,1924.692993,1939.634033,1888.082031,1939.626953,1939.626953,0
2000/6/26,1946.697998,1953.338989,1924.473022,1928.105957,1928.105957,0
2000/7/3,1917.442017,1932.828979,1888.249023,1932.791992,1932.791992,0
2000/7/10,1938.843018,1987.223022,1932.954956,1987.192017,1987.192017,0
2000/7/17,1992.894043,2004.46106,1979.875,1996.33606,1996.33606,0
2000/7/24,1998.244995,2024.998047,1982.880981,2012.792969,2012.792969,0
2000/7/31,2016.144043,2041.282959,2008.636963,2026.360962,2026.360962,0
2000/8/7,2025.182007,2070.298096,2017.902954,2062.666016,2062.666016,0
2000/8/14,2065.935059,2097.314941,2065.935059,2090.183105,2090.183105,0
2000/8/21,2095.37793,2114.521973,1980.344971,2086.702881,2086.702881,0
2000/8/28,2092.12207,2108.096924,1997.717041,1999.859009,1999.859009,0
2000/9/4,1994.88501,2020.847046,1923.598022,1959.312012,1959.312012,0
2000/9/11,1963.270996,1995.317017,1956.078003,1978.43396,1978.43396,0
2000/9/18,1979.530029,1981.129028,1888.090942,1891.984009,1891.984009,0
2000/9/25,1889.904053,1917.061035,1874.209961,1910.161011,1910.161011,0
2000/10/2,null,null,null,null,null,null
2000/10/9,1912.07605,1948.014038,1897.238037,1918.156982,1918.156982,0
2000/10/16,1917.446045,1947.468994,1896.944946,1947.454956,1947.454956,0
2000/10/23,1952.956055,1980.625977,1945.526978,1967.405029,1967.405029,0
2000/10/30,1967.652954,1992.857056,1956.416992,1981.630981,1981.630981,0
2000/11/6,1983.072998,2051.341064,1982.750977,2047.458008,2047.458008,0
2000/11/13,2054.479004,2104.698975,2053.439941,2093.235107,2093.235107,0
2000/11/20,2092.591064,2125.724121,2045.514038,2053.370117,2053.370117,0
2000/11/27,2041.155029,2082.900879,2031.93103,2081.843018,2081.843018,0
2000/12/4,2084.483887,2097.289063,2060.729004,2073.163086,2073.163086,0
2000/12/11,2072.282959,2072.476074,2036.880981,2039.364014,2039.364014,0
2000/12/18,2038.447998,2086.938965,2024.286011,2069.768066,2069.768066,0
2000/12/25,2070.376953,2079.761963,2047.741943,2073.477051,2073.477051,0
2001/1/1,2077.075928,2127.418945,2074.88208,2125.300049,2125.300049,0
2001/1/8,2128.602051,2131.97998,2082.841064,2104.74707,2104.74707,0
2001/1/15,2097.091064,2097.092041,2007.706055,2065.605957,2065.605957,0
2001/1/22,null,null,null,null,null,null
2001/1/29,null,null,null,null,null,null
2001/2/5,2069.855957,2072.547119,1926.400024,1956.969971,1956.969971,0
2001/2/12,1958.655029,1973.999023,1911.870972,1941.963989,1941.963989,0
2001/2/19,1942.578979,1980.385986,1893.782959,1936.345947,1936.345947,0
2001/2/26,1940.77002,1987.389038,1935.546997,1985.110962,1985.110962,0
2001/3/5,1991.280029,2015.503052,1977.110962,2011.660034,2011.660034,0
2001/3/12,2013.312012,2027.333008,1992.171021,2020.235962,2020.235962,0
2001/3/19,2019.850952,2093.948975,2017.490967,2053.539063,2053.539063,0
2001/3/26,2052.054932,2112.878906,2052.054932,2112.774902,2112.774902,0
2001/4/2,2117.449951,2129.829102,2081.644043,2108.605957,2108.605957,0
2001/4/9,2108.968994,2145.437012,2100.971924,2145.399902,2145.399902,0
2001/4/16,2150.291992,2179.740967,2148.308105,2152.334961,2152.334961,0
2001/4/23,2150.341064,2170.386963,2102.824951,2115.108887,2115.108887,0
2001/4/30,2117.167969,2122.50293,2111.951904,2119.184082,2119.184082,0
2001/5/7,2119.897949,2155.422119,2119.894043,2155.405029,2155.405029,0
2001/5/14,2161.614014,2205.012939,2160.123047,2203.37207,2203.37207,0
2001/5/21,2207.781006,2218.445068,2175.2771,2193.575928,2193.575928,0
2001/5/28,2194.452881,2223.263916,2171.681885,2219.591064,2219.591064,0
2001/6/4,2223.910889,2242.690918,2211.75,2223.068115,2223.068115,0
2001/6/11,2223.794922,2245.435059,2188.25,2210.969971,2210.969971,0
2001/6/18,2211.89209,2214.10498,2157.12207,2206.066895,2206.066895,0
2001/6/25,2210.069092,2237.522949,2210.041016,2218.029053,2218.029053,0
2001/7/2,2220.418945,2223.207031,2168.780029,2170.520996,2170.520996,0
2001/7/9,2169.467041,2192.522949,2153.679932,2161.340088,2161.340088,0
2001/7/16,2176.336914,2183.51709,2121.283936,2179.624023,2179.624023,0
2001/7/23,2183.74292,2185.85498,2063.889893,2065.728027,2065.728027,0
2001/7/30,2056.762939,2056.772949,1909.296997,1958.692017,1958.692017,0
2001/8/6,1953.411987,1956.396973,1861.779053,1955.036011,1955.036011,0
2001/8/13,1956.925049,1963.137939,1909.672974,1924.003052,1924.003052,0
2001/8/20,1923.098999,1947.402954,1869.491943,1886.800049,1886.800049,0
2001/8/27,1881.30896,1881.30896,1795.567017,1834.137939,1834.137939,0
2001/9/3,1831.703003,1888.901001,1807.140991,1808.843994,1808.843994,0
2001/9/10,1790.209961,1871.130005,1774.832031,1818.381958,1818.381958,0
2001/9/17,1811.904053,1836.786011,1780.046021,1807.019043,1807.019043,0
2001/9/24,1804.886963,1813.307007,1750.764038,1764.866943,1764.866943,0
2001/10/1,null,null,null,null,null,null
2001/10/8,1766.133057,1773.797974,1598.792969,1691.32605,1691.32605,0
2001/10/15,1692.172974,1703.588013,1550.911987,1572.453003,1572.453003,0
2001/10/22,1558.468018,1744.922974,1514.862061,1677.878052,1677.878052,0
2001/10/29,1678.724976,1717.735962,1655.885986,1691.350952,1691.350952,0
2001/11/5,1687.839966,1688.30896,1550.464966,1630.359009,1630.359009,0
2001/11/12,1631.79895,1734.672974,1598.112061,1646.762939,1646.762939,0
2001/11/19,1645.092041,1721.968018,1644.81604,1712.563965,1712.563965,0
2001/11/26,1710.131958,1748,1695.995972,1747.993042,1747.993042,0
2001/12/3,1751.051025,1776.019043,1737.062988,1745.406982,1745.406982,0
2001/12/10,1743.625,1748.974976,1673.323975,1675.514038,1675.514038,0
2001/12/17,1673.241943,1693.18103,1624.495972,1640.141968,1640.141968,0
2001/12/24,1639.521973,1644.409058,1593.026001,1639.484009,1639.484009,0
2001/12/31,1641.427979,1649.800049,1608.828979,1611.392944,1611.392944,0
2002/1/7,1605.740967,1607.722046,1523.662964,1535.593018,1535.593018,0
2002/1/14,1519.932007,1519.932007,1376.887939,1415.437988,1415.437988,0
2002/1/21,1406.996948,1478.540039,1346.172974,1451.484009,1451.484009,0
2002/1/28,1444.500977,1507.639038,1339.199951,1485.77002,1485.77002,0
2002/2/4,1485.676025,1530.125977,1476.133057,1506.61499,1506.61499,0
2002/2/11,null,null,null,null,null,null
2002/2/18,null,null,null,null,null,null
2002/2/25,1540.493042,1544.921021,1501.55603,1502.540039,1502.540039,0
2002/3/4,1497.827026,1645.291992,1494.833984,1640.255981,1640.255981,0
2002/3/11,1643.589966,1676.505981,1620.562012,1620.975952,1620.975952,0
2002/3/18,1641.428955,1693.873047,1610.993042,1669.69397,1669.69397,0
2002/3/25,1667.853027,1677.045044,1596.254028,1603.905029,1603.905029,0
2002/4/1,1598.026001,1657.093994,1575.972046,1634.642944,1634.642944,0
2002/4/8,1633.831055,1680.297974,1631.067017,1658.979004,1658.979004,0
2002/4/15,1660.572021,1664.524048,1603.956055,1635.171997,1635.171997,0
2002/4/22,1633.641968,1643.152954,1603.636963,1640.588989,1640.588989,0
2002/4/29,1643.54895,1673.75,1640.55896,1667.749023,1667.749023,0
2002/5/6,1669.870972,1670.916992,1636.859985,1638.197998,1638.197998,0
2002/5/13,1634.901001,1634.916016,1540.57605,1567.496948,1567.496948,0
2002/5/20,1564.968018,1599.113037,1529.348022,1549.465942,1549.465942,0
2002/5/27,1555.041992,1569.411011,1506.541992,1515.733032,1515.733032,0
2002/6/3,1510.246948,1540.824951,1455.305054,1529.506958,1529.506958,0
2002/6/10,1529.33606,1534.376953,1493.244019,1494.245972,1494.245972,0
2002/6/17,1489.13501,1564.921997,1481.245972,1562.722046,1562.722046,0
2002/6/24,1704.697998,1748.890015,1647.498047,1732.755005,1732.755005,0
2002/7/1,1736.292969,1740.380981,1698.832031,1722.187988,1722.187988,0
2002/7/8,1723.578979,1741.917969,1689.223022,1698.297974,1698.297974,0
2002/7/15,1696.807983,1714.089966,1680.198975,1713.860962,1713.860962,0
2002/7/22,1712.017944,1712.32605,1656.822998,1657.499023,1657.499023,0
2002/7/29,1654.925049,1672.119995,1639.224976,1661.43103,1661.43103,0
2002/8/5,1661.404053,1679.811035,1642.770996,1647.046021,1647.046021,0
2002/8/12,1642.477051,1652.97998,1624.04895,1646.791992,1646.791992,0
2002/8/19,1645.93103,1696.276978,1641.402954,1683.207031,1683.207031,0
2002/8/26,1682.135986,1683.505005,1664.822021,1666.618042,1666.618042,0
2002/9/2,1666.340942,1680.279053,1629.927979,1631.384033,1631.384033,0
2002/9/9,1628.452026,1631.665039,1605.977051,1625.759033,1625.759033,0
2002/9/16,1624.133057,1624.136963,1585.067993,1604.912964,1604.912964,0
2002/9/23,1602.276001,1604.295044,1577.530029,1581.618042,1581.618042,0
2002/9/30,null,null,null,null,null,null
2002/10/7,1577.052002,1577.052002,1521.911011,1524.051025,1524.051025,0
2002/10/14,1522.871948,1548.525024,1500.542969,1519.53894,1519.53894,0
2002/10/21,1519.204956,1553.86499,1512.327026,1520.312988,1520.312988,0
2002/10/28,1518.08606,1521.870972,1488.678955,1510.76001,1510.76001,0
2002/11/4,1516.219971,1573.104004,1515.072021,1522.187012,1522.187012,0
2002/11/11,1519.603027,1526.131958,1451.391968,1463.69104,1463.69104,0
2002/11/18,1463.723999,1468.324951,1375.53894,1395.496948,1395.496948,0
2002/11/25,1393.340942,1450.187012,1353.139038,1434.182007,1434.182007,0
2002/12/2,1432.029053,1432.897949,1388.512939,1405.525024,1405.525024,0
2002/12/9,1404.512939,1410.793945,1367.312012,1396.897949,1396.897949,0
2002/12/16,1397.720947,1431.364014,1392.887939,1427.936035,1427.936035,0
2002/12/23,1429.95105,1439.849976,1367.852051,1382.970947,1382.970947,0
2002/12/30,1379.737061,1379.753052,1312.796021,1319.868042,1319.868042,0
2003/1/6,1319.687988,1411.374023,1311.68396,1384.859009,1384.859009,0
2003/1/13,1381.869995,1492.723022,1378.646973,1478.675049,1478.675049,0
2003/1/20,1475.71106,1489.551025,1446.348022,1479.069946,1479.069946,0
2003/1/27,1481.609009,1508.588013,1480.967041,1499.814941,1499.814941,0
2003/2/3,null,null,null,null,null,null
2003/2/10,1499.166016,1519.290039,1476.874023,1510.949951,1510.949951,0
2003/2/17,1510.640015,1517.765991,1476.415039,1478.870972,1478.870972,0
2003/2/24,1476.069946,1524.750977,1474.470947,1511.932007,1511.932007,0
2003/3/3,1511.584961,1529.751953,1489.384033,1493.093018,1493.093018,39000
2003/3/10,1492.208984,1496.16394,1458.5,1466.043945,1466.043945,22800
2003/3/17,1465.144043,1478.994995,1452.592041,1474.656982,1474.656982,31200
2003/3/24,1474.590942,1508.262939,1447.014038,1491.94104,1491.94104,42800
2003/3/31,1491.390991,1525.769043,1490.985962,1521.128052,1521.128052,51000
2003/4/7,1521.897949,1581.698975,1510.343994,1576.859985,1576.859985,116600
2003/4/14,1581.380005,1649.603027,1581.203979,1603.077026,1603.077026,160600
2003/4/21,1598.504028,1598.583008,1481.067993,1487.146973,1487.146973,80000
2003/4/28,1483.465942,1539.572998,1473.265991,1521.44397,1521.44397,61200
2003/5/5,null,null,null,null,null,null
2003/5/12,1522.980957,1560.723999,1477.251953,1554.452026,1554.452026,95000
2003/5/19,1557.293945,1571.688965,1522.187012,1560.954956,1560.954956,61600
2003/5/26,1563.204956,1581.612061,1543.340942,1576.260986,1576.260986,75400
2003/6/2,1577.987061,1582.411987,1538.097046,1538.920044,1538.920044,59400
2003/6/9,1536.272949,1572.412964,1527.834961,1566.765991,1566.765991,47600
2003/6/16,1568.187988,1569.546997,1528.301025,1529.469971,1529.469971,40600
2003/6/23,1524.577026,1524.909058,1486.081055,1497.053955,1497.053955,37600
2003/6/30,1493.689941,1510.171997,1477.873047,1502.348999,1502.348999,32200
2003/7/7,1500.850952,1535.974976,1490.967041,1528.854004,1528.854004,40200
2003/7/14,1528.392944,1540.19397,1506.487061,1507.161987,1507.161987,44600
2003/7/21,1501.390015,1510.307983,1471.286011,1477.651001,1477.651001,46600
2003/7/28,1474.735962,1483.067017,1464.865967,1476.968994,1476.968994,30400
2003/8/4,1476.823975,1497.102051,1468.437988,1471.271973,1471.271973,31200
2003/8/11,1469.261963,1484.584961,1447.109985,1450.203003,1450.203003,27000
2003/8/18,1449.667969,1453.446045,1432.753052,1438.883057,1438.883057,26200
2003/8/25,1434.212036,1434.212036,1406.68103,1421.983032,1421.983032,25600
2003/9/1,1423.353027,1456.552979,1420.123047,1431.532959,1431.532959,40600
2003/9/8,1429.463013,1429.71106,1407.952026,1409.161987,1409.161987,10086800
2003/9/15,1407.807007,1416.07605,1383.400024,1391.369995,1391.369995,30800
2003/9/22,1392.896973,1396.944946,1367.745972,1370.843018,1370.843018,26200
2003/9/29,1369.437012,1371.072998,1348.222046,1367.161011,1367.161011,10800
2003/10/6,1366.20105,1406.001953,1359.496948,1404.008057,1404.008057,22600
2003/10/13,1405.328979,1411.880005,1362.415039,1370.582031,1370.582031,32600
2003/10/20,1369.71106,1407.390015,1350.208008,1381.829956,1381.829956,46200
2003/10/27,1381.83606,1383.597046,1334.784058,1348.302979,1348.302979,50200
2003/11/3,1346.480957,1412.910034,1323.118042,1335.204956,1335.204956,80000
2003/11/10,1330.957031,1350.386963,1307.39502,1331.051025,1331.051025,43000
2003/11/17,1330.487061,1394.567993,1312.562012,1361.55896,1361.55896,71200
2003/11/24,1360.328003,1423.582031,1360.230957,1397.224976,1397.224976,87200
2003/12/1,1398.706055,1462.072998,1398.706055,1451.118042,1451.118042,92200
2003/12/8,1452.113037,1475.376953,1429.063965,1470.791992,1470.791992,77400
2003/12/15,1471.244019,1480.432983,1429.709961,1446.285034,1446.285034,81400
2003/12/22,1444.172974,1525.29895,1441.584961,1514.775024,1514.775024,107600
2003/12/29,1509.281006,1526.244019,1491.248047,1517.192993,1517.192993,60400
2004/1/5,1516.796997,1618.764038,1516.697021,1581.465942,1581.465942,152200
2004/1/12,1579.875,1627.485962,1573.77002,1600.425049,1600.425049,109000
2004/1/19,null,null,null,null,null,null
2004/1/26,1605.246948,1634.412964,1589.401001,1590.729004,1590.729004,42400
2004/2/2,1630.654053,1705.907959,1585.958008,1679.192993,1679.192993,159000
2004/2/9,1679.581055,1715.463989,1653.23999,1658.53894,1658.53894,130000
2004/2/16,1661.452026,1728.021973,1661.452026,1721.751953,1721.751953,132800
2004/2/23,1725.593994,1730.279053,1628.839966,1675.067017,1675.067017,123200
2004/3/1,1676.222046,1694.814941,1642.625,1662.095947,1662.095947,93600
2004/3/8,1660.641968,1699.249023,1634.709961,1694.743042,1694.743042,83000
2004/3/15,1696.942017,1755.100952,1696.823975,1747.871948,1747.871948,105200
2004/3/22,1749.708984,1760.07605,1720.875977,1734.046997,1734.046997,86400
2004/3/29,1734.589966,1771.671997,1711.66394,1768.64502,1768.64502,85600
2004/4/5,1771.737061,1783.006958,1721.589966,1727.348022,1727.348022,116000
2004/4/12,1717.203003,1734.917969,1656.302002,1693.860962,1693.860962,90000
2004/4/19,1695.333008,1698.69104,1632.55896,1635.500977,1635.500977,66600
2004/4/26,1633.269043,1644.501953,1572.22998,1595.587036,1595.587036,61400
2004/5/3,null,null,null,null,null,null
2004/5/10,1600.625977,1606.072021,1545.630981,1562.687988,1562.687988,45200
2004/5/17,1556.672974,1575.378052,1526.238037,1558.329956,1558.329956,50400
2004/5/24,1559.552002,1562.332031,1508.64502,1548.722046,1548.722046,44800
2004/5/31,1549.031006,1580.569946,1534.991943,1542.08606,1542.08606,51800
2004/6/7,1538.463013,1538.499023,1456.321045,1472.072021,1472.072021,51200
2004/6/14,1471.446045,1491.686035,1411.031006,1427.301025,1427.301025,50400
2004/6/21,1421.828003,1456.130005,1399.390991,1401.113037,1401.113037,45000
2004/6/28,1396.360962,1447.612061,1376.218018,1441.189941,1441.189941,50800
2004/7/5,1440.170044,1466.784058,1426.947998,1430.654053,1430.654053,42200
2004/7/12,1426.250977,1458.38501,1378.911987,1456.130005,1456.130005,60000
2004/7/19,1456.770996,1465.839966,1387.261963,1407.395996,1407.395996,57600
2004/7/26,1401.843018,1409.119019,1366.503052,1386.202026,1386.202026,46800
2004/8/2,1381.876953,1424.552979,1363.692993,1390.46106,1390.46106,51500
2004/8/9,1388.083984,1404.722046,1357.078979,1368.449951,1368.449951,38800
2004/8/16,1366.515991,1371.234009,1327.769043,1341.738037,1341.738037,37800
2004/8/23,1339.932983,1347.151001,1314.599976,1320.614014,1320.614014,34800
2004/8/30,1318.317993,1360.754028,1303.187988,1327.115967,1327.115967,39900
2004/9/6,1326.458984,1326.873047,1270.937012,1287.081055,1287.081055,33800
2004/9/13,1285.31897,1415.640015,1259.432007,1414.702026,1414.702026,102800
2004/9/20,1423.972046,1496.213989,1408.609985,1435.562988,1435.562988,170000
2004/9/27,1452.508057,1466.401978,1390.68396,1396.699951,1396.699951,60200
2004/10/4,1395.668945,1423.203979,1373.927979,1422.928955,1422.928955,13800
2004/10/11,1424.224976,1437.572021,1312.550049,1330.517944,1330.517944,85200
2004/10/18,1332.520996,1361.813965,1294.041016,1329.35498,1329.35498,69400
2004/10/25,1337.254028,1356.630981,1289.873047,1320.536011,1320.536011,93000
