Date,Price,Open,High,Low,Vol.,Change %
15/07/2018,7678.79 ,"7,661.87","7,705.80","7,564.96",3.45B,0.22%
08/07/2018,7661.87 ,"7,617.70","7,716.24","7,578.18",3.60B,0.58%
01/07/2018,7617.70 ,"7,636.93","7,636.93","7,540.71",3.76B,-0.25%
24/06/2018,7636.93 ,"7,682.27","7,706.64","7,508.32",5.37B,-0.59%
17/06/2018,7682.27 ,"7,633.91","7,705.20","7,548.12",4.02B,0.63%
10/06/2018,7633.91 ,"7,681.07","7,793.45","7,633.91",5.35B,-0.61%
03/06/2018,7681.07 ,"7,701.77","7,772.12","7,637.52",4.48B,-0.27%
27/05/2018,7701.77 ,"7,730.28","7,746.73","7,610.66",4.68B,-0.37%
20/05/2018,7730.28 ,"7,778.79","7,903.50","7,703.26",4.26B,-0.62%
13/05/2018,7778.79 ,"7,724.55","7,791.41","7,687.49",4.52B,0.70%
06/05/2018,7724.55 ,"7,567.14","7,728.89","7,550.44",3.47B,2.08%
29/04/2018,7567.14 ,"7,502.21","7,572.98","7,492.39",4.09B,0.87%
22/04/2018,7502.21 ,"7,368.17","7,507.12","7,334.64",4.18B,1.82%
15/04/2018,7368.17 ,"7,264.56","7,368.17","7,189.85",4.13B,1.43%
08/04/2018,7264.56 ,"7,183.64","7,274.99","7,145.57",3.62B,1.13%
01/04/2018,7183.64 ,"7,056.61","7,214.02","6,971.75",3.13B,1.80%
25/03/2018,7056.61 ,"6,921.94","7,109.93","6,866.94",3.19B,1.95%
18/03/2018,6921.94 ,"7,164.14","7,164.19","6,876.96",4.09B,-3.38%
11/03/2018,7164.14 ,"7,224.51","7,254.87","7,122.76",4.45B,-0.84%
04/03/2018,7224.51 ,"7,069.90","7,225.28","7,062.13",4.06B,2.19%
25/02/2018,7069.90 ,"7,244.41","7,326.02","7,063.42",4.12B,-2.41%
18/02/2018,7244.41 ,"7,294.70","7,306.21","7,187.76",3.80B,-0.69%
11/02/2018,7294.70 ,"7,092.43","7,307.97","7,092.43",3.89B,2.85%
04/02/2018,7092.43 ,"7,443.43","7,443.43","7,073.03",5.33B,-4.72%
28/01/2018,7443.43 ,"7,665.54","7,689.15","7,432.25",4.16B,-2.90%
21/01/2018,7665.54 ,"7,730.79","7,745.22","7,608.53",3.76B,-0.84%
14/01/2018,7730.79 ,"7,778.64","7,791.83","7,683.71",3.88B,-0.62%
07/01/2018,7778.64 ,"7,724.22","7,792.56","7,691.77",4.45B,0.70%
31/12/2017,7724.22 ,"7,687.77","7,727.73","7,624.14",2.57B,0.47%
24/12/2017,7687.77 ,"7,592.66","7,697.62","7,586.42",1.09B,1.25%
17/12/2017,7592.66 ,"7,490.57","7,614.40","7,490.57",2.85B,1.36%
10/12/2017,7490.57 ,"7,393.96","7,510.77","7,393.58",5.13B,1.31%
03/12/2017,7393.96 ,"7,300.49","7,412.21","7,289.36",4.22B,1.28%
26/11/2017,7300.49 ,"7,409.64","7,469.61","7,288.73",4.96B,-1.47%
19/11/2017,7409.64 ,"7,380.68","7,460.91","7,350.37",3.49B,0.39%
12/11/2017,7380.68 ,"7,432.99","7,469.30","7,356.16",4.51B,-0.70%
05/11/2017,7432.99 ,"7,560.35","7,582.85","7,421.73",3.74B,-1.68%
29/10/2017,7560.35 ,"7,505.03","7,580.95","7,478.41",4.39B,0.74%
22/10/2017,7505.03 ,"7,523.23","7,542.00","7,437.42",4.05B,-0.24%
15/10/2017,7523.23 ,"7,535.44","7,560.04","7,485.42",4.00B,-0.16%
08/10/2017,7535.44 ,"7,522.87","7,565.11","7,493.68",4.18B,0.17%
01/10/2017,7522.87 ,"7,372.76","7,527.72","7,372.73",4.03B,2.04%
24/09/2017,7372.76 ,"7,310.64","7,382.67","7,272.49",3.67B,0.85%
17/09/2017,7310.64 ,"7,215.47","7,320.28","7,215.47",3.78B,1.32%
10/09/2017,7215.47 ,"7,377.60","7,435.84","7,196.58",4.99B,-2.20%
03/09/2017,7377.60 ,"7,438.50","7,438.50","7,322.42",2.94B,-0.82%
27/08/2017,7438.50 ,"7,401.46","7,460.52","7,289.20",2.78B,0.50%
20/08/2017,7401.46 ,"7,323.98","7,439.53","7,296.80",3.11B,1.06%
13/08/2017,7323.98 ,"7,309.96","7,444.98","7,302.47",2.99B,0.19%
06/08/2017,7309.96 ,"7,511.71","7,551.85","7,296.49",3.55B,-2.69%
30/07/2017,7511.71 ,"7,368.37","7,519.06","7,367.86",3.99B,1.95%
23/07/2017,7368.37 ,"7,452.91","7,487.05","7,339.44",4.52B,-1.13%
16/07/2017,7452.91 ,"7,378.39","7,515.12","7,357.77",3.36B,1.01%
09/07/2017,7378.39 ,"7,350.92","7,439.08","7,304.77",3.94B,0.37%
02/07/2017,7350.92 ,"7,312.72","7,386.92","7,303.46",3.76B,0.52%
25/06/2017,7312.72 ,"7,424.13","7,480.95","7,302.71",4.27B,-1.50%
18/06/2017,7424.13 ,"7,463.54","7,561.07","7,396.75",3.92B,-0.53%
11/06/2017,7463.54 ,"7,527.33","7,545.07","7,377.86",5.43B,-0.85%
04/06/2017,7527.33 ,"7,547.63","7,562.00","7,449.73",4.40B,-0.27%
28/05/2017,7547.63 ,"7,547.63","7,598.99","7,497.07",4.36B,0.00%
21/05/2017,7547.63 ,"7,470.71","7,554.21","7,470.71",3.68B,1.03%
14/05/2017,7470.71 ,"7,435.39","7,533.70","7,389.26",4.78B,0.48%
07/05/2017,7435.39 ,"7,297.43","7,435.39","7,285.76",4.18B,1.89%
30/04/2017,7297.43 ,"7,203.94","7,297.43","7,203.94",3.58B,1.30%
23/04/2017,7203.94 ,"7,114.55","7,302.57","7,114.55",5.12B,1.26%
16/04/2017,7114.55 ,"7,327.59","7,327.59","7,096.83",3.90B,-2.91%
09/04/2017,7327.59 ,"7,349.37","7,406.35","7,298.85",3.16B,-0.30%
02/04/2017,7349.37 ,"7,322.92","7,362.59","7,258.11",4.07B,0.36%
26/03/2017,7322.92 ,"7,336.82","7,384.80","7,255.78",4.19B,-0.19%
19/03/2017,7336.82 ,"7,424.96","7,440.85","7,301.83",3.90B,-1.19%
12/03/2017,7424.96 ,"7,343.08","7,447.00","7,339.27",5.10B,1.12%
05/03/2017,7343.08 ,"7,374.26","7,374.26","7,263.62",4.55B,-0.42%
26/02/2017,7374.26 ,"7,243.70","7,394.61","7,239.66",4.77B,1.80%
19/02/2017,7243.70 ,"7,299.96","7,329.56","7,192.45",4.74B,-0.77%
12/02/2017,7299.96 ,"7,258.75","7,313.44","7,251.81",3.72B,0.57%
05/02/2017,7258.75 ,"7,188.30","7,274.80","7,147.18",4.10B,0.98%
29/01/2017,7188.30 ,"7,184.49","7,202.37","7,093.57",4.43B,0.05%
22/01/2017,7184.49 ,"7,198.44","7,205.68","7,131.46",4.70B,-0.19%
15/01/2017,7198.44 ,"7,337.81","7,354.14","7,191.67",3.92B,-1.90%
08/01/2017,7337.81 ,"7,210.05","7,338.49","7,207.40",4.29B,1.77%
01/01/2017,7210.05 ,"7,142.83","7,211.96","7,142.83",3.09B,0.94%
25/12/2016,7142.83 ,"7,068.17","7,142.83","7,060.85",1.19B,1.06%
18/12/2016,7068.17 ,"7,011.64","7,071.11","6,986.44",2.68B,0.81%
11/12/2016,7011.64 ,"6,954.21","7,038.43","6,875.43",5.12B,0.83%
04/12/2016,6954.21 ,"6,730.72","6,962.25","6,697.65",4.73B,3.32%
27/11/2016,6730.72 ,"6,840.75","6,845.74","6,678.74",4.49B,-1.61%
20/11/2016,6840.75 ,"6,775.77","6,880.74","6,754.16",3.44B,0.96%
13/11/2016,6775.77 ,"6,730.43","6,820.52","6,730.43",4.78B,0.67%
06/11/2016,6730.43 ,"6,693.26","6,997.25","6,693.26",5.91B,0.56%
30/10/2016,6693.26 ,"6,996.26","6,996.26","6,676.56",4.33B,-4.33%
23/10/2016,6996.26 ,"7,020.47","7,067.34","6,917.77",4.40B,-0.34%
16/10/2016,7020.47 ,"7,013.55","7,058.39","6,937.43",3.95B,0.10%
09/10/2016,7013.55 ,"7,044.39","7,129.83","6,930.04",4.71B,-0.44%
02/10/2016,7044.39 ,"6,899.33","7,121.93","6,898.09",5.39B,2.10%
25/09/2016,6899.33 ,"6,909.43","6,941.09","6,768.86",4.45B,-0.15%
18/09/2016,6909.43 ,"6,710.28","6,937.33","6,710.28",3.66B,2.97%
11/09/2016,6710.28 ,"6,776.95","6,776.95","6,654.48",4.61B,-0.98%
04/09/2016,6776.95 ,"6,894.60","6,910.66","6,762.30",3.78B,-1.71%
28/08/2016,6894.60 ,"6,838.05","6,928.25","6,723.21",3.86B,0.83%
21/08/2016,6838.05 ,"6,858.95","6,885.39","6,779.15",3.28B,-0.30%
14/08/2016,6858.95 ,"6,916.02","6,955.34","6,840.94",3.19B,-0.83%
07/08/2016,6916.02 ,"6,793.47","6,931.04","6,781.47",3.81B,1.80%
31/07/2016,6793.47 ,"6,724.43","6,802.41","6,615.83",4.23B,1.03%
24/07/2016,6724.43 ,"6,730.48","6,780.05","6,691.03",4.33B,-0.09%
17/07/2016,6730.48 ,"6,669.24","6,736.57","6,653.67",3.81B,0.92%
10/07/2016,6669.24 ,"6,590.64","6,743.42","6,590.64",4.96B,1.19%
03/07/2016,6590.64 ,"6,577.83","6,612.13","6,432.47",5.53B,0.19%
26/06/2016,6577.83 ,"6,138.69","6,587.44","5,958.66",8.26B,7.15%
19/06/2016,6138.69 ,"6,021.09","6,380.58","5,788.74",7.53B,1.95%
12/06/2016,6021.09 ,"6,115.76","6,115.76","5,899.97",4.83B,-1.55%
05/06/2016,6115.76 ,"6,209.63","6,322.60","6,097.24",3.50B,-1.51%
29/05/2016,6209.63 ,"6,270.79","6,290.07","6,151.90",3.77B,-0.98%
22/05/2016,6270.79 ,"6,156.32","6,281.73","6,109.58",3.60B,1.86%
15/05/2016,6156.32 ,"6,138.50","6,215.88","6,050.21",3.81B,0.29%
08/05/2016,6138.50 ,"6,125.70","6,193.21","6,060.10",3.24B,0.21%
01/05/2016,6125.70 ,"6,241.89","6,270.03","6,054.74",3.10B,-1.86%
24/04/2016,6241.89 ,"6,310.44","6,324.60","6,224.47",4.02B,-1.09%
17/04/2016,6310.44 ,"6,343.75","6,427.32","6,261.71",3.74B,-0.53%
10/04/2016,6343.75 ,"6,204.41","6,373.93","6,165.46",3.83B,2.25%
03/04/2016,6204.41 ,"6,146.05","6,216.28","6,061.85",3.50B,0.95%
27/03/2016,6146.05 ,"6,106.48","6,221.80","6,070.77",2.89B,0.65%
20/03/2016,6106.48 ,"6,189.64","6,216.76","6,090.03",2.52B,-1.34%
13/03/2016,6189.64 ,"6,139.79","6,237.02","6,114.77",4.05B,0.81%
06/03/2016,6139.79 ,"6,199.43","6,216.10","6,036.70",4.27B,-0.96%
28/02/2016,6199.43 ,"6,096.01","6,204.14","6,033.21",4.55B,1.70%
21/02/2016,6096.01 ,"5,950.23","6,115.37","5,845.55",4.26B,2.45%
14/02/2016,5950.23 ,"5,707.60","6,036.46","5,707.60",3.95B,4.25%
07/02/2016,5707.60 ,"5,848.06","5,882.43","5,499.51",5.29B,-2.40%
31/01/2016,5848.06 ,"6,083.79","6,115.11","5,791.04",4.92B,-3.87%
24/01/2016,6083.79 ,"5,900.01","6,083.79","5,771.37",4.55B,3.11%
17/01/2016,5900.01 ,"5,804.10","5,926.94","5,639.88",4.67B,1.65%
10/01/2016,5804.10 ,"5,912.44","6,011.13","5,769.23",4.73B,-1.83%
03/01/2016,5912.44 ,"6,242.32","6,242.32","5,887.97",3.99B,-5.28%
27/12/2015,6242.32 ,"6,254.64","6,314.57","6,233.03",966.69M,-0.20%
20/12/2015,6254.64 ,"6,052.42","6,259.86","6,031.82",1.71B,3.34%
13/12/2015,6052.42 ,"5,952.78","6,160.78","5,871.88",4.44B,1.67%
06/12/2015,5952.78 ,"6,238.29","6,287.23","5,949.84",3.84B,-4.58%
29/11/2015,6238.29 ,"6,375.15","6,447.34","6,219.50",3.75B,-2.15%
22/11/2015,6375.15 ,"6,334.63","6,395.33","6,221.33",3.13B,0.64%
15/11/2015,6334.63 ,"6,118.28","6,366.85","6,079.79",3.58B,3.54%
08/11/2015,6118.28 ,"6,353.83","6,380.42","6,088.76",3.62B,-3.71%
01/11/2015,6353.83 ,"6,361.09","6,459.46","6,317.29",3.39B,-0.11%
25/10/2015,6361.09 ,"6,444.08","6,453.00","6,337.65",3.43B,-1.29%
18/10/2015,6444.08 ,"6,378.04","6,487.89","6,316.30",3.17B,1.04%
11/10/2015,6378.04 ,"6,416.16","6,416.16","6,268.29",3.17B,-0.59%
04/10/2015,6416.16 ,"6,129.98","6,453.22","6,129.98",4.15B,4.67%
27/09/2015,6129.98 ,"6,109.01","6,176.20","5,877.08",4.84B,0.34%
20/09/2015,6109.01 ,"6,104.11","6,168.74","5,933.23",4.20B,0.08%
13/09/2015,6104.11 ,"6,117.76","6,244.94","6,019.92",4.60B,-0.22%
06/09/2015,6117.76 ,"6,042.92","6,284.17","6,042.92",3.28B,1.24%
30/08/2015,6042.92 ,"6,247.94","6,247.94","6,021.36",3.35B,-3.28%
23/08/2015,6247.94 ,"6,187.65","6,247.94","5,768.22",6.06B,0.97%
16/08/2015,6187.65 ,"6,550.74","6,585.88","6,187.65",3.34B,-5.54%
09/08/2015,6550.74 ,"6,718.49","6,751.49","6,536.41",3.92B,-2.50%
02/08/2015,6718.49 ,"6,696.28","6,764.82","6,644.65",4.34B,0.33%
26/07/2015,6696.28 ,"6,579.81","6,705.42","6,495.67",4.02B,1.77%
19/07/2015,6579.81 ,"6,775.08","6,813.41","6,573.96",3.04B,-2.88%
12/07/2015,6775.08 ,"6,673.38","6,805.14","6,673.38",3.03B,1.52%
05/07/2015,6673.38 ,"6,585.78","6,687.57","6,430.36",3.87B,1.33%
28/06/2015,6585.78 ,"6,753.70","6,753.70","6,520.98",3.58B,-2.49%
21/06/2015,6753.70 ,"6,710.45","6,873.43","6,710.45",3.35B,0.64%
14/06/2015,6710.45 ,"6,784.92","6,784.92","6,625.16",4.09B,-1.10%
07/06/2015,6784.92 ,"6,804.60","6,870.19","6,734.15",3.41B,-0.29%
31/05/2015,6804.60 ,"6,984.43","7,037.58","6,785.15",3.92B,-2.57%
24/05/2015,6984.43 ,"7,031.72","7,069.93","6,930.28",3.20B,-0.67%
17/05/2015,7031.72 ,"6,960.49","7,061.66","6,931.64",3.51B,1.02%
10/05/2015,6960.49 ,"7,046.82","7,083.72","6,884.63",3.85B,-1.23%
03/05/2015,7046.82 ,"6,985.95","7,053.18","6,810.05",4.36B,0.87%
26/04/2015,6985.95 ,"7,070.70","7,122.74","6,906.24",4.11B,-1.20%
19/04/2015,7070.70 ,"6,994.63","7,105.13","6,994.63",3.64B,1.09%
12/04/2015,6994.63 ,"7,089.77","7,119.35","6,979.32",3.62B,-1.34%
05/04/2015,7089.77 ,"6,833.46","7,095.36","6,833.46",3.17B,3.75%
29/03/2015,6833.46 ,"6,855.02","6,914.60","6,765.05",2.99B,-0.31%
22/03/2015,6855.02 ,"7,022.51","7,065.08","6,839.88",3.81B,-2.39%
15/03/2015,7022.51 ,"6,740.58","7,024.21","6,740.58",4.58B,4.18%
08/03/2015,6740.58 ,"6,911.80","6,911.80","6,693.80",3.98B,-2.48%
01/03/2015,6911.80 ,"6,946.66","6,974.26","6,862.87",3.97B,-0.50%
22/02/2015,6946.66 ,"6,915.20","6,967.24","6,885.89",3.99B,0.45%
15/02/2015,6915.20 ,"6,873.52","6,921.32","6,819.78",3.21B,0.61%
08/02/2015,6873.52 ,"6,853.44","6,887.57","6,777.99",3.67B,0.29%
01/02/2015,6853.44 ,"6,749.40","6,886.31","6,731.99",3.92B,1.54%
25/01/2015,6749.40 ,"6,832.83","6,864.97","6,749.40",3.72B,-1.22%
18/01/2015,6832.83 ,"6,550.27","6,841.73","6,548.00",3.94B,4.31%
11/01/2015,6550.27 ,"6,501.14","6,558.83","6,298.15",4.16B,0.76%
04/01/2015,6501.14 ,"6,547.80","6,580.82","6,328.59",3.92B,-0.71%
28/12/2014,6547.80 ,"6,609.93","6,651.96","6,510.60",1.22B,-0.94%
21/12/2014,6609.93 ,"6,545.27","6,620.95","6,545.27",1.15B,0.99%
14/12/2014,6545.27 ,"6,300.63","6,566.90","6,144.72",4.92B,3.88%
07/12/2014,6300.63 ,"6,742.84","6,742.84","6,297.44",3.71B,-6.56%
30/11/2014,6742.84 ,"6,722.62","6,753.19","6,637.39",3.47B,0.30%
23/11/2014,6722.62 ,"6,750.76","6,765.01","6,667.08",3.53B,-0.42%
16/11/2014,6750.76 ,"6,654.37","6,773.14","6,616.12",3.48B,1.45%
09/11/2014,6654.37 ,"6,567.24","6,654.37","6,566.78",3.39B,1.33%
02/11/2014,6567.24 ,"6,546.47","6,608.23","6,444.89",3.86B,0.32%
26/10/2014,6546.47 ,"6,388.73","6,553.37","6,336.06",4.16B,2.47%
19/10/2014,6388.73 ,"6,310.29","6,430.32","6,229.40",3.86B,1.24%
12/10/2014,6310.29 ,"6,339.97","6,404.96","6,072.68",5.62B,-0.47%
05/10/2014,6339.97 ,"6,527.91","6,588.31","6,328.39",4.16B,-2.88%
28/09/2014,6527.91 ,"6,649.39","6,658.91","6,446.39",3.79B,-1.83%
21/09/2014,6649.39 ,"6,837.92","6,838.35","6,615.12",3.75B,-2.76%
14/09/2014,6837.92 ,"6,806.96","6,876.00","6,748.09",3.90B,0.45%
07/09/2014,6806.96 ,"6,855.10","6,857.54","6,764.86",3.12B,-0.70%
31/08/2014,6855.10 ,"6,819.75","6,904.86","6,798.33",3.18B,0.52%
24/08/2014,6819.75 ,"6,775.25","6,831.19","6,775.25",2.24B,0.66%
17/08/2014,6775.25 ,"6,689.08","6,784.63","6,689.08",2.33B,1.29%
10/08/2014,6689.08 ,"6,567.36","6,742.82","6,567.36",2.53B,1.85%
03/08/2014,6567.36 ,"6,679.18","6,715.56","6,528.73",3.05B,-1.67%
27/07/2014,6679.18 ,"6,791.55","6,833.67","6,624.72",3.36B,-1.65%
20/07/2014,6791.55 ,"6,749.45","6,830.77","6,715.78",2.80B,0.62%
13/07/2014,6749.45 ,"6,690.17","6,792.55","6,690.17",2.90B,0.89%
06/07/2014,6690.17 ,"6,866.05","6,866.37","6,643.62",2.95B,-2.56%
29/06/2014,6866.05 ,"6,757.77","6,875.31","6,730.45",2.46B,1.60%
22/06/2014,6757.77 ,"6,825.20","6,829.76","6,701.59",3.04B,-0.99%
15/06/2014,6825.20 ,"6,777.85","6,840.62","6,736.11",3.23B,0.70%
08/06/2014,6777.85 ,"6,858.21","6,878.96","6,758.15",2.77B,-1.17%
01/06/2014,6858.21 ,"6,844.51","6,874.38","6,795.27",3.03B,0.20%
25/05/2014,6844.51 ,"6,815.75","6,882.14","6,815.37",2.74B,0.42%
18/05/2014,6815.75 ,"6,855.81","6,862.20","6,782.80",3.21B,-0.58%
11/05/2014,6855.81 ,"6,814.57","6,894.88","6,813.50",3.61B,0.61%
04/05/2014,6814.57 ,"6,822.42","6,840.37","6,766.84",2.94B,-0.12%
27/04/2014,6822.42 ,"6,685.69","6,838.17","6,682.90",3.49B,2.05%
20/04/2014,6685.69 ,"6,625.25","6,724.58","6,625.25",2.67B,0.91%
13/04/2014,6625.25 ,"6,561.70","6,627.25","6,507.08",3.37B,0.97%
06/04/2014,6561.70 ,"6,695.55","6,695.55","6,538.75",3.97B,-2.00%
30/03/2014,6695.55 ,"6,615.58","6,706.34","6,583.09",4.24B,1.21%
23/03/2014,6615.58 ,"6,557.17","6,643.58","6,506.42",4.72B,0.89%
16/03/2014,6557.17 ,"6,527.89","6,628.20","6,492.62",4.76B,0.45%
09/03/2014,6527.89 ,"6,712.67","6,757.00","6,500.37",4.32B,-2.75%
02/03/2014,6712.67 ,"6,809.70","6,827.22","6,671.89",3.65B,-1.42%
23/02/2014,6809.70 ,"6,838.06","6,866.35","6,733.54",4.74B,-0.41%
16/02/2014,6838.06 ,"6,663.62","6,859.91","6,661.47",4.02B,2.62%
09/02/2014,6663.62 ,"6,571.68","6,708.17","6,565.30",4.43B,1.40%
02/02/2014,6571.68 ,"6,510.44","6,596.28","6,416.72",4.09B,0.94%
26/01/2014,6510.44 ,"6,663.74","6,665.39","6,421.26",4.16B,-2.30%
19/01/2014,6663.74 ,"6,829.30","6,867.42","6,654.86",3.11B,-2.42%
12/01/2014,6829.30 ,"6,739.94","6,840.50","6,694.08",3.57B,1.33%
05/01/2014,6739.94 ,"6,730.67","6,769.94","6,679.31",3.51B,0.14%
29/12/2013,6730.67 ,"6,750.87","6,768.44","6,699.27",1.28B,-0.30%
22/12/2013,6750.87 ,"6,606.58","6,754.11","6,606.20",744.93M,2.18%
15/12/2013,6606.58 ,"6,439.96","6,616.80","6,422.23",3.51B,2.59%
08/12/2013,6439.96 ,"6,551.99","6,571.91","6,433.51",2.94B,-1.71%
01/12/2013,6551.99 ,"6,650.57","6,657.41","6,479.73",3.15B,-1.48%
24/11/2013,6650.57 ,"6,674.30","6,709.08","6,635.71",3.03B,-0.36%
17/11/2013,6674.30 ,"6,693.44","6,732.10","6,643.47",2.61B,-0.29%
10/11/2013,6693.44 ,"6,708.42","6,744.77","6,613.98",3.16B,-0.22%
03/11/2013,6708.42 ,"6,734.74","6,780.11","6,643.86",3.11B,-0.39%
27/10/2013,6734.74 ,"6,721.34","6,819.86","6,704.15",3.45B,0.20%
20/10/2013,6721.34 ,"6,622.58","6,729.74","6,617.81",2.88B,1.49%
13/10/2013,6622.58 ,"6,487.19","6,622.70","6,464.44",3.08B,2.09%
06/10/2013,6487.19 ,"6,453.88","6,489.16","6,316.91",2.98B,0.52%
29/09/2013,6453.88 ,"6,512.66","6,512.66","6,386.18",2.99B,-0.90%
22/09/2013,6512.66 ,"6,596.43","6,601.53","6,487.30",3.19B,-1.27%
15/09/2013,6596.43 ,"6,583.80","6,659.12","6,532.50",4.89B,0.19%
08/09/2013,6583.80 ,"6,547.33","6,606.12","6,508.76",3.14B,0.56%
01/09/2013,6547.33 ,"6,412.93","6,568.18","6,412.93",3.42B,2.10%
25/08/2013,6412.93 ,"6,492.10","6,502.19","6,393.65",3.18B,-1.22%
18/08/2013,6492.10 ,"6,499.99","6,516.71","6,386.72",2.68B,-0.12%
11/08/2013,6499.99 ,"6,583.39","6,627.96","6,460.12",3.03B,-1.27%
04/08/2013,6583.39 ,"6,647.87","6,684.95","6,507.24",3.14B,-0.97%
28/07/2013,6647.87 ,"6,554.79","6,696.63","6,544.14",3.57B,1.42%
21/07/2013,6554.79 ,"6,630.67","6,662.19","6,535.18",2.73B,-1.14%
14/07/2013,6630.67 ,"6,544.94","6,657.38","6,517.38",3.44B,1.31%
07/07/2013,6544.94 ,"6,375.52","6,585.74","6,375.52",3.13B,2.66%
30/06/2013,6375.52 ,"6,215.47","6,498.59","6,185.21",3.43B,2.58%
23/06/2013,6215.47 ,"6,116.17","6,271.80","6,023.44",4.13B,1.62%
16/06/2013,6116.17 ,"6,308.26","6,397.33","6,116.17",4.34B,-3.05%
09/06/2013,6308.26 ,"6,411.99","6,421.24","6,205.71",3.59B,-1.62%
02/06/2013,6411.99 ,"6,583.09","6,583.09","6,313.60",3.86B,-2.60%
26/05/2013,6583.09 ,"6,654.34","6,790.70","6,577.75",3.05B,-1.07%
19/05/2013,6654.34 ,"6,723.06","6,875.62","6,640.08",4.24B,-1.02%
12/05/2013,6723.06 ,"6,624.98","6,726.90","6,602.82",3.49B,1.48%
05/05/2013,6624.98 ,"6,521.46","6,637.84","6,521.43",3.06B,1.59%
28/04/2013,6521.46 ,"6,426.42","6,541.69","6,409.81",3.64B,1.48%
21/04/2013,6426.42 ,"6,286.59","6,467.11","6,258.98",3.36B,2.22%
14/04/2013,6286.59 ,"6,384.39","6,384.42","6,225.16",3.29B,-1.53%
07/04/2013,6384.39 ,"6,249.78","6,423.56","6,249.78",3.02B,2.15%
31/03/2013,6249.78 ,"6,411.74","6,501.78","6,214.36",2.94B,-2.53%
24/03/2013,6411.74 ,"6,392.76","6,458.53","6,344.19",2.91B,0.30%
17/03/2013,6392.76 ,"6,489.65","6,489.65","6,364.00",3.56B,-1.49%
10/03/2013,6489.65 ,"6,483.58","6,533.99","6,437.61",3.96B,0.09%
03/03/2013,6483.58 ,"6,378.60","6,489.54","6,333.17",4.25B,1.65%
24/02/2013,6378.60 ,"6,335.70","6,391.67","6,258.62",4.49B,0.68%
17/02/2013,6335.70 ,"6,328.26","6,412.44","6,277.96",3.33B,0.12%
10/02/2013,6328.26 ,"6,263.93","6,384.70","6,252.31",3.37B,1.03%
03/02/2013,6263.93 ,"6,347.24","6,347.26","6,216.72",3.36B,-1.31%
27/01/2013,6347.24 ,"6,284.45","6,354.46","6,275.50",3.36B,1.00%
20/01/2013,6284.45 ,"6,154.41","6,284.45","6,149.18",2.89B,2.11%
13/01/2013,6154.41 ,"6,121.58","6,172.49","6,076.12",3.48B,0.54%
06/01/2013,6121.58 ,"6,089.84","6,121.58","6,053.63",3.50B,0.52%
30/12/2012,6089.84 ,"5,925.37","6,089.84","5,873.43",1.84B,2.78%
23/12/2012,5925.37 ,"5,939.99","5,997.04","5,915.32",797.49M,-0.25%
16/12/2012,5939.99 ,"5,921.76","5,977.82","5,881.01",3.47B,0.31%
09/12/2012,5921.76 ,"5,914.40","5,948.50","5,891.33",2.70B,0.12%
02/12/2012,5914.40 ,"5,866.82","5,923.91","5,852.88",2.94B,0.81%
25/11/2012,5866.82 ,"5,819.14","5,904.39","5,755.23",3.22B,0.82%
18/11/2012,5819.14 ,"5,605.59","5,830.53","5,605.59",3.13B,3.81%
11/11/2012,5605.59 ,"5,769.68","5,795.25","5,605.59",4.21B,-2.84%
04/11/2012,5769.68 ,"5,868.55","5,921.78","5,715.23",3.70B,-1.68%
